Sub	Date	Trial	Accuracy	Risk
lash	2011.03.03	24	0	High
lash	2011.03.03	25	1	Low
lash	2011.03.03	26	1	Low
lash	2011.03.03	27	1	Low
lash	2011.03.03	28	1	Medium
lash	2011.03.03	29	0	Low
lash	2011.03.03	30	1	Medium
lash	2011.03.03	31	1	Low
lash	2011.03.03	32	1	High
lash	2011.03.03	33	1	High
lash	2011.03.03	34	1	High
lash	2011.03.03	35	1	Medium
lash	2011.03.03	36	1	Low
lash	2011.03.03	37	1	Medium
lash	2011.03.03	38	1	Medium
lash	2011.03.03	39	1	Low
lash	2011.03.03	40	1	Low
lash	2011.03.03	41	1	High
lash	2011.03.03	42	1	Medium
lash	2011.03.03	43	1	Low
lash	2011.03.03	44	1	Low
lash	2011.03.03	45	0	Medium
lash	2011.03.03	46	0	High
lash	2011.03.03	47	0	Medium
lash	2011.03.03	48	1	High
lash	2011.03.03	49	1	Low
lash	2011.03.03	50	1	High
lash	2011.03.03	51	1	Medium
lash	2011.03.03	52	1	High
lash	2011.03.03	53	1	High
lash	2011.03.03	54	1	High
lash	2011.03.03	55	0	High
lash	2011.03.03	56	1	Low
lash	2011.03.03	57	1	Medium
lash	2011.03.03	58	1	Medium
lash	2011.03.03	59	0	Low
lash	2011.03.03	60	1	Low
lash	2011.03.02	1	1	High
lash	2011.03.02	2	1	High
lash	2011.03.02	3	1	High
lash	2011.03.02	4	1	Medium
lash	2011.03.02	5	1	Low
lash	2011.03.02	6	0	Low
lash	2011.03.02	7	1	Low
lash	2011.03.02	8	1	High
lash	2011.03.02	9	1	Medium
lash	2011.03.02	10	1	Medium
lash	2011.03.02	11	0	Low
lash	2011.03.02	12	0	Medium
lash	2011.03.02	13	1	Low
lash	2011.03.02	14	1	High
lash	2011.03.02	15	1	High
lash	2011.03.02	16	0	Medium
lash	2011.03.02	17	1	Medium
lash	2011.03.02	18	1	Low
lash	2011.03.02	19	1	Low
lash	2011.03.02	20	1	High
lash	2011.03.02	21	1	Medium
lash	2011.03.02	22	1	Low
lash	2011.03.02	23	1	Low
lash	2011.03.02	24	1	High
lash	2011.03.02	25	1	High
lash	2011.03.02	26	1	Medium
lash	2011.03.02	27	0	Low
lash	2011.03.02	28	0	Medium
lash	2011.03.02	29	1	High
lash	2011.03.02	30	1	High
lash	2011.03.02	31	1	High
lash	2011.03.02	32	1	Low
lash	2011.03.02	33	0	Low
lash	2011.03.02	34	1	Medium
lash	2011.03.02	35	1	Medium
lash	2011.03.02	36	1	High
lash	2011.03.02	37	0	High
lash	2011.03.02	38	1	Medium
lash	2011.03.02	39	1	Low
lash	2011.03.02	40	1	Medium
lash	2011.03.02	41	1	Medium
lash	2011.03.02	42	1	High
lash	2011.03.02	43	1	High
lash	2011.03.02	44	1	Medium
lash	2011.03.02	45	1	High
lash	2011.03.02	46	0	High
lash	2011.03.02	47	0	Low
lash	2011.03.02	48	0	Low
lash	2011.03.02	49	1	Low
lash	2011.03.02	50	1	Medium
lash	2011.03.02	51	0	Low
lash	2011.03.02	52	0	Medium
lash	2011.03.02	53	0	Low
lash	2011.03.02	54	1	High
lash	2011.03.02	55	1	Low
lash	2011.03.02	56	1	Medium
lash	2011.03.02	57	1	High
lash	2011.03.02	58	1	High
lash	2011.03.02	59	1	High
lash	2011.03.02	60	0	Medium
lash	2011.03.08	1	0	Medium
lash	2011.03.08	2	1	High
lash	2011.03.08	3	1	Low
lash	2011.03.08	4	0	Low
lash	2011.03.08	5	1	High
lash	2011.03.08	6	1	Low
lash	2011.03.08	7	1	Medium
lash	2011.03.08	8	1	Low
lash	2011.03.08	9	1	High
lash	2011.03.08	10	1	Medium
lash	2011.03.08	11	1	High
lash	2011.03.08	12	0	Low
lash	2011.03.08	13	0	Medium
lash	2011.03.08	14	1	High
lash	2011.03.08	15	1	Medium
lash	2011.03.08	16	1	Low
lash	2011.03.08	17	1	High
lash	2011.03.08	18	1	High
lash	2011.03.08	19	1	Low
lash	2011.03.08	20	1	Medium
lash	2011.03.08	21	1	Medium
lash	2011.03.08	22	1	High
lash	2011.03.08	23	0	High
lash	2011.03.08	24	1	Low
lash	2011.03.08	25	1	Medium
lash	2011.03.08	26	1	High
lash	2011.03.08	27	1	Low
lash	2011.03.08	28	1	High
lash	2011.03.08	29	1	High
lash	2011.03.08	30	1	High
lash	2011.03.08	31	1	Medium
lash	2011.03.08	32	1	Low
lash	2011.03.08	33	1	Low
lash	2011.03.08	34	1	Medium
lash	2011.03.08	35	1	Medium
lash	2011.03.08	36	1	Medium
lash	2011.03.08	37	1	Low
lash	2011.03.08	38	0	Low
lash	2011.03.08	39	1	Low
lash	2011.03.08	40	1	High
lash	2011.03.08	41	1	Medium
lash	2011.03.08	42	1	Medium
lash	2011.03.08	43	0	Low
lash	2011.03.08	44	1	High
lash	2011.03.08	45	0	High
lash	2011.03.08	46	1	Medium
lash	2011.03.08	47	0	Low
lash	2011.03.08	48	0	Medium
lash	2011.03.08	49	1	High
lash	2011.03.08	50	1	Low
lash	2011.03.08	51	1	Low
lash	2011.03.08	52	1	Low
lash	2011.03.08	53	1	Medium
lash	2011.03.08	54	1	Medium
lash	2011.03.08	55	1	High
lash	2011.03.08	56	1	High
lash	2011.03.08	57	1	High
lash	2011.03.08	58	1	High
lash	2011.03.08	59	1	Medium
lash	2011.03.08	60	1	Low
lash	2011.03.04	1	1	Low
lash	2011.03.04	2	1	High
lash	2011.03.04	3	1	High
lash	2011.03.04	4	1	High
lash	2011.03.04	5	1	High
lash	2011.03.04	6	1	Medium
lash	2011.03.04	7	1	High
lash	2011.03.04	8	1	High
lash	2011.03.04	9	1	Medium
lash	2011.03.04	10	0	Low
lash	2011.03.04	11	1	Medium
lash	2011.03.04	12	1	Low
lash	2011.03.04	13	0	Low
lash	2011.03.04	14	0	Medium
lash	2011.03.04	15	1	Medium
lash	2011.03.04	16	1	Low
lash	2011.03.04	17	1	Low
lash	2011.03.04	18	1	High
lash	2011.03.04	19	1	Medium
lash	2011.03.04	20	1	High
lash	2011.03.04	21	1	High
lash	2011.03.04	22	1	High
lash	2011.03.04	23	1	High
lash	2011.03.04	24	0	High
lash	2011.03.04	25	1	Low
lash	2011.03.04	26	1	Medium
lash	2011.03.04	27	1	Low
lash	2011.03.04	28	1	Medium
lash	2011.03.04	29	1	Low
lash	2011.03.04	30	1	Medium
lash	2011.03.04	31	1	Medium
lash	2011.03.04	32	0	Low
lash	2011.03.04	33	1	High
lash	2011.03.04	34	1	High
lash	2011.03.04	35	0	Low
lash	2011.03.04	36	1	High
lash	2011.03.04	37	1	Medium
lash	2011.03.04	38	1	Medium
lash	2011.03.04	39	1	High
lash	2011.03.04	40	1	Low
lash	2011.03.04	41	1	Medium
lash	2011.03.04	42	1	Low
lash	2011.03.04	43	1	High
lash	2011.03.04	44	1	Medium
lash	2011.03.04	45	1	Medium
lash	2011.03.04	46	1	High
lash	2011.03.04	47	0	Low
lash	2011.03.04	48	1	High
lash	2011.03.04	49	0	Medium
lash	2011.03.04	50	0	Low
lash	2011.03.04	51	1	Low
lash	2011.03.04	52	1	High
lash	2011.03.04	53	1	Medium
lash	2011.03.04	54	0	Low
lash	2011.03.04	55	1	Low
lash	2011.03.04	56	1	Medium
lash	2011.03.04	57	1	High
lash	2011.03.04	58	0	High
lash	2011.03.04	59	0	Low
lash	2011.03.04	60	1	Medium
lash	2011.02.28	1	1	High
lash	2011.02.28	2	1	High
lash	2011.02.28	3	1	High
lash	2011.02.28	4	1	High
lash	2011.02.28	5	1	Medium
lash	2011.02.28	6	1	Low
lash	2011.02.28	7	0	Low
lash	2011.02.28	8	0	Medium
lash	2011.02.28	9	1	Low
lash	2011.02.28	10	1	Medium
lash	2011.02.28	11	1	High
lash	2011.02.28	12	1	High
lash	2011.02.28	13	0	Low
lash	2011.02.28	14	1	Medium
lash	2011.02.28	15	1	Medium
lash	2011.02.28	16	1	Low
lash	2011.02.28	17	1	High
lash	2011.02.28	18	1	High
lash	2011.02.28	19	0	Low
lash	2011.02.28	20	1	High
lash	2011.02.28	21	1	High
lash	2011.02.28	22	1	Medium
lash	2011.02.28	23	0	Medium
lash	2011.02.28	24	0	Low
lash	2011.02.28	25	1	High
lash	2011.02.28	26	1	Medium
lash	2011.02.28	27	1	Medium
lash	2011.02.28	28	1	Medium
lash	2011.02.28	29	1	Low
lash	2011.02.28	30	1	Low
lash	2011.02.28	31	1	Low
lash	2011.02.28	32	1	High
lash	2011.02.28	33	1	High
lash	2011.02.28	34	1	High
lash	2011.02.28	35	1	High
lash	2011.02.28	36	1	High
lash	2011.02.28	37	1	Medium
lash	2011.02.28	38	1	Medium
lash	2011.02.28	39	1	High
lash	2011.02.28	40	0	Medium
lash	2011.02.28	41	0	Low
lash	2011.02.28	42	1	Low
lash	2011.02.28	43	1	Medium
lash	2011.02.28	44	1	Low
lash	2011.02.28	45	0	Low
lash	2011.02.28	46	1	Low
lash	2011.02.28	47	1	High
lash	2011.02.28	48	0	Medium
lash	2011.02.28	49	1	High
lash	2011.02.28	50	1	Low
lash	2011.02.28	51	1	High
lash	2011.02.28	52	1	High
lash	2011.02.28	53	1	High
lash	2011.02.28	54	0	High
lash	2011.02.28	55	0	Medium
lash	2011.02.28	56	0	Low
lash	2011.02.28	57	1	Low
lash	2011.02.28	58	0	Medium
lash	2011.02.28	59	0	Medium
lash	2011.02.28	60	1	Medium
lash	2011.03.01	1	1	Low
lash	2011.03.01	2	1	Low
lash	2011.03.01	3	1	Low
lash	2011.03.01	4	1	High
lash	2011.03.01	5	1	High
lash	2011.03.01	6	1	High
lash	2011.03.01	7	1	High
lash	2011.03.01	8	0	Low
lash	2011.03.01	9	1	Low
lash	2011.03.01	10	1	High
lash	2011.03.01	11	1	High
lash	2011.03.01	12	1	High
lash	2011.03.01	13	1	High
lash	2011.03.01	14	1	High
lash	2011.03.01	15	1	High
lash	2011.03.01	16	1	Medium
lash	2011.03.01	17	1	Low
lash	2011.03.01	18	1	Low
lash	2011.03.01	19	1	High
lash	2011.03.01	20	1	Medium
lash	2011.03.01	21	0	Medium
lash	2011.03.01	22	1	Medium
lash	2011.03.01	23	1	Medium
lash	2011.03.01	24	1	Low
lash	2011.03.01	25	1	Low
lash	2011.03.01	26	1	Medium
lash	2011.03.01	27	1	High
lash	2011.03.01	28	1	High
lash	2011.03.01	29	0	Medium
lash	2011.03.01	30	1	Low
lash	2011.03.01	31	0	High
lash	2011.03.01	32	0	Medium
lash	2011.03.01	33	1	Low
lash	2011.03.01	34	1	Medium
lash	2011.03.01	35	0	Low
lash	2011.03.01	36	0	Low
lash	2011.03.01	37	0	Medium
lash	2011.03.01	38	0	Low
lash	2011.03.01	39	1	High
lash	2011.03.01	40	0	Low
lash	2011.03.01	41	1	Medium
lash	2011.03.01	42	1	High
lash	2011.03.01	43	1	High
lash	2011.03.01	44	1	Medium
lash	2011.03.01	45	1	Medium
lash	2011.03.01	46	1	High
lash	2011.03.01	47	1	High
lash	2011.03.01	48	1	High
lash	2011.03.01	49	1	Low
lash	2011.03.01	50	1	Low
lash	2011.03.01	51	1	Medium
lash	2011.03.01	52	1	Medium
lash	2011.03.01	53	1	Low
lash	2011.03.01	54	0	Low
lash	2011.03.01	55	0	Low
lash	2011.03.01	56	1	Low
lash	2011.03.01	57	1	Medium
lash	2011.03.01	58	1	Medium
lash	2011.03.01	59	1	High
lash	2011.03.01	60	1	High
