Sub	Date	Trial	Samples	Accuracy	RiskChoices	Risk	NumRiskChoices	RT	RtRisk	PressedSample	CorSampPort	CorrectPort	PortPressed	PBSCoverall	SamplesTime	GoPressTime	ChoiceShown	ChoiceTime	NumChoices	ex2	ex3	SampleToRespRT	Pellet	Tokens	RiskBias	RiskSide	PicturePressed	CorrectPicture	SampleDuration	SimHintDuration	Delay	Chamber	TrialsPerSession	Criterion	TO	ITI	RiskOrder	Randomrisk?	LowHighPBSC	LowvsMedPBSC	MedvsHighPBSC	LoMedvsHighPBSC	LovsMedHighPBSC	
ebbi	2009.03.05	24	3	1	threerisk	High	3	0.883	4.067	<n/a>	1	6	6	0.649	337.8	339.65	344.417	345.3	8	bl	bl	3.066667	2	6	0.8562393	Right	1408	1408	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	25	3	1	threerisk	High	3	0.833	4.617	<n/a>	0	4	4	0.649	356.35	358.4	363.183	364.017	8	bl	bl	3.033333	2	6	1.830552	Right	2169	2169	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	26	3	1	threerisk	High	3	1.167	4.867	<n/a>	0	5	5	0.649	375.617	377.733	382.533	383.7	8	bl	bl	3.366667	2	6	2.775636	Right	0280	0280	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	27	3	1	threerisk	High	3	1.183	5.283	<n/a>	2	8	8	0.649	395.55	397.633	402.467	403.65	8	bl	bl	3.416667	2	6	3.692366	Right	0537	0537	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	28	3	1	threerisk	High	3	1.617	5.617	<n/a>	0	11	11	0.649	415.917	418.017	422.8	424.417	8	bl	bl	3.8	2	6	4.581595	Right	0619	0619	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	29	3	0	threerisk	Medium	3	0.8	2.183	0	1	7	6	0.649	437	439.867	444.65	445.45	8	bl	bl	3.033333	0	6	4.444148	Middle	2494	0356	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	30	3	1	threerisk	Low	3	1.833	3.95	<n/a>	1	7	7	0.649	449.833	450.433	455.2	457.033	8	bl	bl	4.033333	0	6	3.310823	Left	2146	2146	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	31	3	1	threerisk	Low	3	0.9	4.167	<n/a>	1	4	4	0.649	464.05	464.7	469.533	470.433	8	bl	bl	3.15	0	7	2.211498	Left	0502	0502	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	32	3	0	threerisk	Medium	3	0.667	2.533	1	1	6	9	0.649	477.567	478.517	483.3	483.967	8	bl	bl	2.866667	0	8	2.145154	Middle	2137	1528	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	33	3	0	threerisk	Low	3	0.617	4.05	0	1	10	9	0.649	488.7	489.533	494.333	494.95	8	bl	bl	2.833333	0	8	1.080799	Left	2203	1702	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	34	3	0	threerisk	Medium	3	0.717	3.083	0	1	10	9	0.649	501.933	502.583	507.4	508.117	8	bl	bl	2.95	0	9	1.048375	Middle	1786	2243	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	35	3	0	threerisk	Medium	3	0.683	3.867	0	1	7	8	0.649	513.417	514.6	519.383	520.067	8	bl	bl	2.883333	0	9	1.016924	Middle	2173	0526	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	36	3	0	threerisk	Low	3	0.567	4.317	0	1	10	9	0.649	526.117	526.667	531.433	532	8	bl	bl	2.75	2	9	-0.013584	Left	0020	0601	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	37	3	0	threerisk	High	3	1.35	4.85	1	1	10	6	0.649	540.95	542.767	547.567	548.917	8	bl	bl	3.55	0	6	0.9868235	Right	0271	1007	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	38	3	0	threerisk	Low	3	0.717	4.633	0	1	7	5	0.649	560.267	560.917	564.767	565.483	8	bl	bl	2.016667	0	2	-0.0427812	Left	0318	2434	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	39	3	1	threerisk	Medium	3	0.75	4.267	<n/a>	2	5	5	0.649	573.483	574.183	579	579.75	8	bl	bl	2.966667	0	3	-0.0414978	Middle	2166	2166	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	40	3	1	threerisk	Medium	3	2.533	4.083	<n/a>	0	5	5	0.649	588.367	589.183	593.95	596.483	8	bl	bl	4.75	0	5	-0.0402528	Middle	0231	0231	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	41	3	1	threerisk	Low	3	0.817	4.7	<n/a>	1	7	7	0.649	604.617	605.55	610.317	611.133	8	bl	bl	2.983333	0	7	-1.039045	Left	1539	1539	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	42	3	0	threerisk	Low	3	0.817	5.1	0	1	6	5	0.649	618.8	619.683	624.45	625.267	8	bl	bl	3	0	8	-2.007874	Left	0665	1218	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	43	3	0	threerisk	Low	3	0.633	5.45	1	0	7	9	0.649	633.267	633.817	638.6	639.233	8	bl	bl	2.833333	2	9	-2.947638	Left	1665	0505	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	44	3	1	threerisk	High	3	2	4.783	<n/a>	1	7	7	0.649	649.267	651.183	655.933	657.933	8	bl	bl	4.166667	2	6	-1.859209	Right	0929	0929	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	45	3	1	threerisk	High	3	0.9	4.817	<n/a>	0	4	4	0.649	669.683	671.233	675.017	675.917	8	bl	bl	2.1	2	6	-0.8034323	Right	1582	1582	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	46	3	1	threerisk	High	3	1.717	5.217	<n/a>	2	10	10	0.649	687.717	690.033	694.867	696.583	8	bl	bl	3.966667	2	6	0.2206707	Right	1306	1306	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	47	3	1	threerisk	High	3	0.717	5.617	<n/a>	2	5	5	0.649	708.783	710.467	715.283	716	8	bl	bl	2.95	2	6	1.214051	Right	0807	0807	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	48	3	0	threerisk	High	3	1.4	5.95	0	1	10	9	0.649	728.617	730.383	735.167	736.567	8	bl	bl	3.6	0	6	2.177629	Right	0244	0856	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	49	3	0	threerisk	Medium	3	1.033	3.617	1	1	8	6	0.649	749	749.8	754.6	755.633	8	bl	bl	3.25	0	2	2.1123	Middle	0047	0607	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	50	3	0	threerisk	Medium	3	1.3	4.367	0	1	4	10	0.649	761.467	762.367	767.6	768.9	8	bl	bl	3.483333	0	2	2.048931	Middle	0144	1508	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	51	3	0	threerisk	Low	3	0.733	4.817	1	1	11	7	0.649	775.45	776.233	782	782.733	8	bl	bl	2.916667	0	2	0.9874632	Left	1551	0278	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	52	3	0	threerisk	Medium	3	0.9	4.45	1	0	11	6	0.649	790.983	791.833	796.633	797.533	8	bl	bl	3.1	0	3	0.9578393	Middle	1559	0564	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	53	3	1	threerisk	Low	3	1.283	4.967	<n/a>	2	8	8	0.649	804.15	804.75	809.55	810.833	8	bl	bl	3.483333	0	3	-0.0708958	Left	0688	0688	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	54	3	0	threerisk	Low	3	0.75	5.35	0	1	9	10	0.649	819.1	819.817	824.583	825.333	8	bl	bl	2.933333	0	4	-1.068769	Left	2271	1172	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	55	3	1	threerisk	High	3	1	5.283	<n/a>	0	10	10	0.649	833.867	834.683	839.5	840.5	8	bl	bl	3.233333	0	5	-0.0367059	Right	0500	0500	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	56	3	0	threerisk	Low	3	0.633	5.883	1	0	5	10	0.649	851.3	852.333	857.117	857.75	8	bl	bl	2.833333	2	9	-1.035605	Left	0369	1675	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	57	3	1	threerisk	High	3	1.067	5.583	<n/a>	1	6	6	0.649	868.233	869.833	873.633	874.7	8	bl	bl	2.283333	2	6	-0.0045366	Right	0793	0793	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	58	3	1	threerisk	High	3	1.117	5.933	<n/a>	2	9	9	0.649	887.3	890.617	895.433	896.55	8	bl	bl	3.333333	2	6	0.9955995	Right	1009	1009	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	59	3	1	threerisk	High	3	1.783	6.45	<n/a>	1	7	7	0.649	909.483	911.317	916.1	917.883	8	bl	bl	3.983333	2	6	1.965732	Right	1484	1484	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.05	60	3	0	threerisk	Medium	3	0.783	3.95	1	0	7	6	0.649	931.35	934.45	939.25	940.033	8	bl	bl	3	0	6	1.90676	Middle	0568	1916	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.649	<n/a>	<n/a>	0.614	0.409
ebbi	2009.03.23	1	3	0	threerisk	Low	3	1.467	0.65	1	0	5	9	0.114	1.267	31.55	36.233	37.7	8	bl	bl	3.6	0	6	-1	Left	0751	1172	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	2	3	1	threerisk	High	3	0.767	0.883	<n/a>	0	5	5	0.114	41.85	43.267	48.1	48.867	8	bl	bl	3	2	7	0.03	Right	0477	0477	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	3	3	1	threerisk	High	3	1.117	1.083	<n/a>	1	4	4	0.114	56.833	58.783	62.583	63.7	8	bl	bl	2.333333	2	6	1.0291	Right	0809	0809	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	4	3	1	threerisk	Low	3	1	1.117	<n/a>	0	10	10	0.114	71.733	73.433	78.25	79.25	8	bl	bl	3.216667	0	6	-0.001773	Left	2055	2055	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	5	3	0	threerisk	Low	3	0.667	1.667	1	1	11	10	0.114	83.483	84.5	89.267	89.933	8	bl	bl	2.883333	0	7	-1.00172	Left	1496	1106	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	6	3	0	threerisk	Low	3	7.717	2.1	1	1	9	8	0.114	94.533	97.15	101.933	109.65	8	bl	bl	9.9	0	8	-1.971668	Left	2477	1896	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	7	3	1	threerisk	Low	3	0.917	2.8	<n/a>	1	6	6	0.114	114.667	117	121.75	122.667	8	bl	bl	3.116667	2	9	-2.912518	Left	2210	2210	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	8	3	0	threerisk	High	3	1.417	2.05	1	2	11	5	0.114	130.083	131.533	136.367	137.783	8	bl	bl	3.666667	0	6	-1.825143	Right	0101	0394	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	9	3	0	threerisk	Low	3	0.867	3.283	0	1	11	6	0.114	146.333	150.95	155.733	156.6	8	bl	bl	3.066667	0	2	-2.770388	Left	0503	1027	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	10	3	0	threerisk	High	3	1.017	2.167	1	1	4	11	0.114	163.267	163.883	167.65	168.667	8	bl	bl	2.2	0	3	-1.687277	Right	2213	2489	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	11	3	0	threerisk	High	3	0.9	2.717	1	2	10	5	0.114	176.833	181.2	186	186.9	8	bl	bl	3.116667	0	0	-0.6366584	Right	0865	1277	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	12	3	0	threerisk	Low	3	0.917	3.267	1	0	11	4	0.114	191.8	192.5	197.267	198.183	8	bl	bl	3.133333	0	0	-1.617559	Left	2361	0935	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	13	3	0	threerisk	Low	3	2.95	5.283	1	0	5	9	0.114	205.2	205.817	210.583	213.533	8	bl	bl	5.133333	0	1	-2.569032	Left	0206	0565	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	14	3	0	threerisk	High	3	2.017	2.967	0	2	10	6	0.114	222.6	223.25	228.05	230.067	8	bl	bl	4.233333	0	2	-1.491961	Right	2487	0242	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	15	3	0	threerisk	High	3	0.767	3.2	0	2	4	5	0.114	237.883	250.283	255.1	255.867	8	bl	bl	3	0	0	-0.4472021	Right	0875	1029	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	16	3	0	threerisk	Low	3	0.817	4.3	0	1	11	10	0.114	261.267	277.017	281.833	282.65	8	bl	bl	3.033333	0	0	-1.433786	Left	1828	1493	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	17	3	1	threerisk	Low	3	8.367	4.133	<n/a>	2	6	6	0.114	290.6	291.267	296.05	304.417	8	bl	bl	10.55	0	1	-2.390772	Left	1801	1801	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	18	3	0	threerisk	High	3	1.75	3.45	1	1	9	5	0.114	312.033	312.767	317.55	319.3	8	bl	bl	3.95	0	2	-1.319049	Right	1966	1164	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	19	3	0	threerisk	Medium	3	2.617	0.833	0	1	4	5	0.114	327.567	333.667	338.433	341.05	8	bl	bl	4.833333	0	0	-1.279478	Middle	1183	0654	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	20	3	0	threerisk	High	3	0.7	3.817	1	1	10	9	0.114	344.083	346.117	350.933	351.633	8	bl	bl	2.916667	0	0	-0.2410935	Right	0308	0381	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	21	3	0	threerisk	High	3	1.183	4.55	1	1	11	4	0.114	357.85	367.567	372.317	373.5	8	bl	bl	3.383333	0	0	0.7661393	Right	0772	2359	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	22	3	0	threerisk	Medium	3	3.017	2.833	1	1	4	8	0.114	381.15	386.55	391.35	394.367	8	bl	bl	5.233333	0	0	0.7431552	Middle	1468	0205	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
ebbi	2009.03.23	23	3	0	threerisk	Low	3	1.333	4.833	0	0	11	7	0.114	399.417	400.517	405.333	406.667	8	bl	bl	3.55	0	0	-0.2791395	Left	0922	1307	2.5	1.6	1	Chamber 2	60	10	4	1	Retrospective	Notrandomrisk	0.114	<n/a>	<n/a>	0.157	0.039
