Tournament,Team Name,Speaker Name,Average Speaker Score,Speaker Sex
Euros 2013,SSE Riga A,Ruta Gabalina,75.77777778,Female
Euros 2013,SSE Riga B,Ieva Skrivere,76.22222222,Female
Euros 2013,SSE Riga B,Gediminas Uzkuraitis,75.77777778,Male
Euros 2013,MGIMO A,Anastasia Kravtsova,71.33333333,Female
Euros 2013,MGIMO A,Yulia Sheveleva,70.11111111,Female
Euros 2013,HSE SP A,Yuliya Puptseva,67.33333333,Female
Euros 2013,HSE SP A,Irina Zharinova,64.77777778,Female
Euros 2013,Koc A,Ece Ozenir,74.55555556,Female
Euros 2013,Koc A,Ozge Armutcu,74,Unknown
Euros 2013,Koc B,Berhan Keskin,71.55555556,Unknown
Euros 2013,Koc B,Tulga Bugra Isik,71.44444444,Unknown
Euros 2013,Koc C,Nil Karahasanoglu,71.77777778,Female
Euros 2013,Koc C,Defne Gursoy Sokmen,71.22222222,Female
Euros 2013,Technion B,Anastasia Logvinenko,72.88888889,Female
Euros 2013,Technion B,Eva Epstein,72.66666667,Female
Euros 2013,Maastricht A,Srojan Miletic,75.22222222,Unknown
Euros 2013,Maastricht A,Eduardo Villamor Martinez,75.11111111,Male
Euros 2013,ULU A,Alexander Cavell,81,Male
Euros 2013,ULU A,Oskar Avery,80.66666667,Male
Euros 2013,ULU B,Srishti Krishnamoorthy,75.88888889,Unknown
Euros 2013,ULU B,Sophie Zeelenberg,74.33333333,Female
Euros 2013,UCD Law Society C,Sean O'Neill,75.77777778,Male
Euros 2013,UCD Law Society C,Niall Higgins,74,Male
Euros 2013,UCD Law Society B,Cliodhna Ni Cheileachair,77.44444444,Unknown
Euros 2013,UCD Law Society B,Samantha O'Brien O'Reilly,76.88888889,Female
Euros 2013,UCD Law Society A,Helen Lawless,80.66666667,Female
Euros 2013,UCD Law Society A,Sarah Taaffe-Maguire,78.88888889,Female
Euros 2013,Singidunum B,Maksim Milosevic,73.77777778,Male
Euros 2013,Singidunum B,Pavle Pesic,73.44444444,Male
Euros 2013,Kiel A,Aleksandar Markovic,70.44444444,Male
Euros 2013,Kiel A,Rauad Abagela,70.11111111,Unknown
Euros 2013,Bauman A,Andrey Averyanov,74.55555556,Male
Euros 2013,Bauman A,Anna Dotsenko,74.11111111,Female
Euros 2013,Bauman B,Ivan Veliantsei,72.22222222,Male
Euros 2013,Bauman B,Anastasia Popova,71.22222222,Female
Euros 2013,Bucharest A,Radu Tiganas,77.33333333,Male
Euros 2013,Bucharest A,Serban Pitic,76.55555556,Male
Euros 2013,Bogazici A,Ozan Kublay,65.33333333,Male
Euros 2013,Bogazici A,Ozgecan Yazar,65.11111111,Unknown
Euros 2013,Bogazici B,Huseyin Ozan Sahal,72.77777778,Unknown
Euros 2013,Bogazici B,Mert Can Pestilci,72.66666667,Male
Euros 2013,Freiburg A,Jannis Limperg,73.66666667,Male
Euros 2013,Freiburg A,Julian Keimer,73.44444444,Male
Euros 2013,Swing B,Manting Cheng,72.33333333,Unknown
Euros 2013,Swing B,Laura Sears,71.77777778,Female
Euros 2013,UCC Law B,James Reidy,76.88888889,Male
Euros 2013,UCC Law B,Enda Kerr,76.66666667,Male
Euros 2013,UCC Law C,Enda O'Riordan,73.66666667,Male
Euros 2013,UCC Law C,Sarah Dunphy,72.88888889,Female
Euros 2013,UCC Law A,Aaron Vickery,79,Male
Euros 2013,UCC Law A,Aisling Galvin,77,Female
Euros 2013,Stuttgart B,Karsten Beismann,74.33333333,Male
Euros 2013,Stuttgart B,Sven Moritz Hein,73.33333333,Male
Euros 2013,Stuttgart A,Nils Haneklaus,77.33333333,Male
Euros 2013,Stuttgart A,Andreas C. Lazar,77.22222222,Male
Euros 2013,Durham A,Simon Tunnicliffe,80.22222222,Male
Euros 2013,Durham A,Benjamin Dory,79.88888889,Male
Euros 2013,Durham C,Joe Mayes,78.66666667,Male
Euros 2013,Durham C,Harriet Tooze,78.55555556,Female
Euros 2013,Durham B,Elise Trewick,81.11111111,Female
Euros 2013,Durham B,Anna England Kerr,80.77777778,Female
Euros 2013,Megatrend A,Andrija Donovic,73.88888889,Male
Euros 2013,Megatrend A,Jelisaveta Stanisic,73.77777778,Female
Euros 2013,MRU A,Marius Lukminas,72.33333333,Male
Euros 2013,MRU A,Simona Tamulyte,71.88888889,Female
Euros 2013,Utrecht B,Fenna van Berkel,74.11111111,Female
Euros 2013,Utrecht B,Valerie Schulte Nordholt,73.22222222,Female
Euros 2013,Edinburgh B,Shannon Turner,80.55555556,Female
Euros 2013,Edinburgh B,Andrew Beverstock,80.33333333,Male
Euros 2013,Edinburgh A,Marlena Valles,82.44444444,Female
Euros 2013,Edinburgh A,David McCreath,81.77777778,Male
Euros 2013,Utrecht A,Renee Kooger,74,Female
Euros 2013,Utrecht A,Victor Jansen Schipper,73.88888889,Male
Euros 2013,Iliria A,Gramos Surkishi,68.11111111,Unknown
Euros 2013,Iliria A,Allen Meta,66.88888889,Male
Euros 2013,BDU B,Tim Wieschalla,69.77777778,Male
Euros 2013,BDU B,Franziska Schroter,69.55555556,Female
Euros 2013,BDU C,Sven De Causmaecker,73.55555556,Male
Euros 2013,BDU C,Annette Kirste,72.66666667,Female
Euros 2013,BDU A,Niels Schroter,79.88888889,Male
Euros 2013,BDU A,Hauke Blume,79,Male
Euros 2013,Leiden A,Wieger Kop,77.66666667,Male
Euros 2013,Leiden A,Johan Lammers,76.88888889,Male
Euros 2013,Qatar University B,Miriam Yasser Ali,68.55555556,Female
Euros 2013,Qatar University B,Kholoud Ahmed Ghareeb,67.11111111,Unknown
Euros 2013,DCU A,Vlad Andrei Bota,69.88888889,Male
Euros 2013,DCU A,Vladimir Griga,68.77777778,Male
Euros 2013,York A,Andrew Rose,77.11111111,Male
Euros 2013,York A,Tim Hampson,76.55555556,Male
Euros 2013,PEP A,Ilija Ivanisevic,72.33333333,Male
Euros 2013,PEP A,Ivan Seselja,72,Male
Euros 2013,Karlsruhe A,Christian Zimpelmann,73.55555556,Male
Euros 2013,Karlsruhe A,Leonid Vogel,73.11111111,Male
Euros 2013,SPSEU A,Radmila Sultanova,70.22222222,Female
Euros 2013,SPSEU A,Kristina Voloshina,69.66666667,Female
Euros 2013,SPSU A,Anton Filippov,69.11111111,Male
Euros 2013,SPSU A,Kirill Pesterev,68.55555556,Male
Euros 2013,Kaplan A,James Torrance,80.33333333,Male
Euros 2013,Kaplan A,David Jones,80.33333333,Male
Euros 2013,MSU A,Mikhail Pushkarev,70.22222222,Male
Euros 2013,MSU A,Alexey Nogovitsin,70,Male
Euros 2013,MSU B,Sergey Morozov,61.33333333,Male
Euros 2013,MSU B,Dmitry Krakhmalev,60.88888889,Male
Euros 2013,MSU C,Anna Chebotareva,69.88888889,Female
Euros 2013,MSU C,Ilya Lapatin,69.22222222,Male
Euros 2013,Lancaster B,Dominic Stacey,72.66666667,Male
Euros 2013,Lancaster B,Daniel Moellic,72.22222222,Male
Euros 2013,Lancaster A,Jake Armes,77.11111111,Male
Euros 2013,Lancaster A,Matthew Oldham,76.88888889,Male
Euros 2013,Minho A,Tiago Fernandes,70.77777778,Male
Euros 2013,Minho A,Claudia Freitas,69.66666667,Female
Euros 2013,Minho B,Sofia Laranjeiro,72.22222222,Female
Euros 2013,Minho B,Ana Rita Moreira,71.22222222,Female
Euros 2012,EUDC St Andrews B,Ben Adams,80.44444444,Male
Euros 2012,EUDC St Andrews B,Ruairidh Macintosh,79.88888889,Male
Euros 2012,EUDC Sse A,Johan Båge,75.44444444,Male
Euros 2012,EUDC Sse A,Gustaf Lundgren,74.88888889,Male
Euros 2012,EUDC Warwick C,Duncan Mitchell,74.22222222,Male
Euros 2012,EUDC Warwick C,Edward Mancey,72.88888889,Male
Euros 2012,EUDC Warwick B,Steven Rajavinothan,79,Male
Euros 2012,EUDC Warwick B,Akash Sharma,78.11111111,Male
Euros 2012,EUDC Warwick A,Andrew Ford,80.44444444,Male
Euros 2012,EUDC Warwick A,Richard Hopps,80.22222222,Male
Euros 2012,EUDC Muenster A,Fabian Salger,71.11111111,Male
Euros 2012,EUDC Muenster A,Gautier Fereon,70.55555556,Male
Euros 2012,EUDC Zagreb Law B,Stela Braje,71.44444444,Female
Euros 2012,EUDC Zagreb Law B,Luka Keller,71.11111111,Male
Euros 2012,EUDC Muenster B,Jost Schrooten,73.44444444,Male
Euros 2012,EUDC Muenster B,Teresa Widlok,73.22222222,Female
Euros 2012,EUDC Ucc Phil B,Lucy Jones,76.33333333,Female
Euros 2012,EUDC Ucc Phil B,Cian Dennehy,74.55555556,Male
Euros 2012,EUDC Ucc Phil C,Barry O’Gorman,78.88888889,Male
Euros 2012,EUDC Ucc Phil C,David Jones,77.55555556,Male
Euros 2012,EUDC Imperial A,James Clough,77,Male
Euros 2012,EUDC Imperial A,Edward Middleton,76.66666667,Male
Euros 2012,EUDC Ucc Phil A,Sophie Scannell,81.33333333,Female
Euros 2012,EUDC Ucc Phil A,John Beechinor,80.44444444,Male
Euros 2012,EUDC Zagreb Law A,Frano Barovic,72.22222222,Male
Euros 2012,EUDC Zagreb Law A,Maja Gorupic,70.66666667,Female
Euros 2012,EUDC Bgu A,Ori Noked,76.22222222,Male
Euros 2012,EUDC Bgu A,Mor Zoran,75.11111111,Male
Euros 2012,EUDC Bgu C,Avishai Tsur,74.88888889,Male
Euros 2012,EUDC Bgu C,Miriam Gindis,74.66666667,Female
Euros 2012,EUDC Bgu B,Yohai Mandabi,75.66666667,Male
Euros 2012,EUDC Bgu B,Monica Forman,73.66666667,Female
Euros 2012,EUDC Tcd Phil A,Fletch Williams,80.11111111,Unknown
Euros 2012,EUDC Tcd Phil A,Naoise Dolan,77.88888889,Male
Euros 2012,EUDC Tcd Phil B,Derwin Brennan,77.44444444,Male
Euros 2012,EUDC Tcd Phil B,Peter Gowan,76.88888889,Male
Euros 2012,EUDC Tcd Phil C,Gavin Tucker,75,Male
Euros 2012,EUDC Tcd Phil C,Ben Butler,74.88888889,Male
Euros 2012,EUDC Singidunum A,Sara Tamindzic,70.44444444,Female
Euros 2012,EUDC Singidunum A,Aleusandra Jovanovic,69.77777778,Unknown
Euros 2012,EUDC Edinburgh A,Marlena Valles,80,Female
Euros 2012,EUDC Edinburgh A,David Norris,79.11111111,Male
Euros 2012,EUDC Technion B,Hadar Kadosh,73.66666667,Unknown
Euros 2012,EUDC Technion B,Maayan Kislev,73.55555556,Female
Euros 2012,EUDC Nottingham C,Nathan Chalk,75,Male
Euros 2012,EUDC Nottingham C,Krit Dwivedi,74.66666667,Unknown
Euros 2012,EUDC Nottingham B,Jennifer Hope,75,Female
Euros 2012,EUDC Nottingham B,Andrew Jenkins,73.22222222,Male
Euros 2012,EUDC Leeds A,James Wood,77.33333333,Male
Euros 2012,EUDC Leeds A,Stefano Imbriano,77.11111111,Male
Euros 2012,EUDC Leeds B,Sophie Collins,74.88888889,Female
Euros 2012,EUDC Leeds B,Ruby Lott-Lavigna,74.88888889,Female
Euros 2012,EUDC Msal C,Zhanna Britvina,69.55555556,Female
Euros 2012,EUDC Msal C,Stanislav Kipkeev,69.22222222,Male
Euros 2012,EUDC Idc B,Gonen Gerzon,71.77777778,Unknown
Euros 2012,EUDC Idc B,Yonatan Gelbach,71.44444444,Male
Euros 2012,EUDC Msal B,Irina Martvel,68.77777778,Female
Euros 2012,EUDC Msal B,Kristina Timchuk,67.66666667,Female
Euros 2012,EUDC Bristol B,Benjamin Andrew,74,Male
Euros 2012,EUDC Bristol B,Hannah Aina,72.88888889,Female
Euros 2012,EUDC Bogazici C,Ozan Kublay,72.77777778,Male
Euros 2012,EUDC Bogazici C,Ozan Sahal,72.11111111,Male
Euros 2012,EUDC Birmingham D,Andrew Green,78.55555556,Male
Euros 2012,EUDC Birmingham D,Jamie Batchelor,76.55555556,Female
Euros 2012,EUDC Groningen A,Homer Wagenaar,71.11111111,Male
Euros 2012,EUDC Groningen A,Joost Kooiman,70.88888889,Male
Euros 2012,EUDC Birmingham C,Nataliya Manskova,73.22222222,Female
Euros 2012,EUDC Birmingham C,David Irvine,72.44444444,Male
Euros 2012,EUDC York A,Dimitris Dimitriadis,75.44444444,Male
Euros 2012,EUDC York A,Benjamin Oliver,75.22222222,Male
Euros 2012,EUDC York C,George Deacon,74.44444444,Male
Euros 2012,EUDC York C,Nicholas Devlin,73.66666667,Male
Euros 2012,EUDC York B,Andrew Rose,74.66666667,Male
Euros 2012,EUDC York B,Samuel Ottewill-Soulsby,73.11111111,Male
Euros 2012,EUDC Lmu Munich A,Markus Dankerl,74.33333333,Male
Euros 2012,EUDC Lmu Munich A,Vladyslav Yaschenko,74.22222222,Male
Euros 2012,EUDC Lancaster B,Luke Parchment,75.44444444,Male
Euros 2012,EUDC Lancaster B,Beth Thornton,73.44444444,Female
Euros 2012,EUDC Ljubljana A,Jure Kukovec,74.88888889,Male
Euros 2012,EUDC Ljubljana A,Jernej Fink,74.55555556,Male
Euros 2012,EUDC Ucd Law B,Auston Conlon,75.88888889,Male
Euros 2012,EUDC Ucd Law B,Ciara Gallagher,75.77777778,Female
Euros 2012,EUDC Bauman B,Grigorii Baev,68.88888889,Male
Euros 2012,EUDC Bauman B,Anastasia Popova,67.66666667,Female
Euros 2012,EUDC Koc C,Aysegul Kula,72.11111111,Unknown
Euros 2012,EUDC Koc C,Keskin Berhan,70.11111111,Unknown
Euros 2012,EUDC Guu C,Gavin Todd,75.22222222,Male
Euros 2012,EUDC Guu C,Heather Whiteside,74.55555556,Female
Euros 2012,EUDC Oxford A,Thomas Hosking,83,Male
Euros 2012,EUDC Oxford A,Hasan Dindjer,81.44444444,Male
Euros 2012,EUDC Oxford B,Matthew Handley,80.88888889,Male
Euros 2012,EUDC Oxford B,Stuart Cribb,80.11111111,Male
Euros 2012,EUDC Oxford C,Eylon Aslan-Levy,80.22222222,Unknown
Euros 2012,EUDC Oxford C,Wen-Yu Weng,79.88888889,Unknown
Euros 2012,EUDC Sheffield A,Ashleigh Lamming,78.44444444,Female
Euros 2012,EUDC Sheffield A,Jonathan Hunt,78.22222222,Male
Euros 2012,EUDC Kaplan A,James Torrance,79.77777778,Male
Euros 2012,EUDC Kaplan A,David Jones,78,Male
Euros 2012,EUDC Sheffield B,Charlie Morris,78.88888889,Male
Euros 2012,EUDC Sheffield B,Matthew Creese,78.55555556,Male
Euros 2012,EUDC Guu A,Ross Mitchell,78.55555556,Male
Euros 2012,EUDC Guu A,John McKee,78.33333333,Male
Euros 2012,EUDC Berlin B,Mendelsohn Juliane,76.44444444,Unknown
Euros 2012,EUDC Berlin B,Kirova Dessislava,75.44444444,Unknown
Euros 2012,EUDC Berlin C,Filip Bubenheimer,77.66666667,Male
Euros 2012,EUDC Berlin C,Blume Hauke,77.11111111,Unknown
Euros 2012,EUDC Berlin A,Niels Schröter,77.11111111,Male
Euros 2012,EUDC Berlin A,Jonas Werner,76.11111111,Male
Euros 2012,EUDC St Andrews A,Jack Whiteley,79.33333333,Male
Euros 2012,EUDC St Andrews A,Ed Noel,79.11111111,Male
Euros 2012,EUDC Strathclyde B,Declan Maxwell,74.66666667,Male
Euros 2012,EUDC Strathclyde B,Joe Dyer,60.11111111,Male
Euros 2012,EUDC St Andrews C,John Harper,77.88888889,Male
Euros 2012,EUDC St Andrews C,Farhan Samanani,77.66666667,Male
Euros 2012,EUDC Limerick A,Stephen Egan,78.55555556,Male
Euros 2012,EUDC Limerick A,Michelle Coyle,77.88888889,Female
Euros 2012,EUDC Hull A,David Ievins,74.44444444,Male
Euros 2012,EUDC Hull A,Alex Harris,73.55555556,Male
Euros 2012,EUDC Tcd Hist C,John Doody,77.66666667,Male
Euros 2012,EUDC Tcd Hist C,Ian Curran,77,Male
Euros 2012,EUDC Hull C,Jason Birbas,69.33333333,Male
Euros 2012,EUDC Hull C,Leo Jack,67.77777778,Male
Euros 2012,EUDC Warsaw A,Anna Dobrowolska,70,Female
Euros 2012,EUDC Warsaw A,Aleksandra Brodowska,69.44444444,Female
Euros 2012,EUDC Guu B,Graeme Cowie,76.55555556,Male
Euros 2012,EUDC Guu B,Michael Gray,76.22222222,Male
Euros 2012,EUDC Tcd Hist A,John Engle,80.88888889,Male
Euros 2012,EUDC Tcd Hist A,Kate Oliver,79.88888889,Female
Euros 2012,EUDC Koc A,Berkay Ozludil,77.44444444,Male
Euros 2012,EUDC Koc A,Ece Ozenir,75.22222222,Female
Euros 2012,EUDC Sciences Po Dijon A,Nina Vukovic,70.66666667,Female
Euros 2012,EUDC Sciences Po Dijon A,Katja Ilovar,69.44444444,Female
Euros 2012,EUDC Zagreb C,Vilko Kos,70.22222222,Unknown
Euros 2012,EUDC Zagreb C,Dino Rosenzweig,70,Male
Euros 2012,EUDC Ucc Law A,Jesse Harrington,80.11111111,Male
Euros 2012,EUDC Ucc Law A,Aaron Vickery,79.22222222,Male
Euros 2012,EUDC Ucc Law B,Gearoid Wrixon,78.77777778,Unknown
Euros 2012,EUDC Ucc Law B,Aisling Ryan,76.88888889,Female
Euros 2012,EUDC Ucc Law C,Ronan Fitzpatrick,74.77777778,Male
Euros 2012,EUDC Ucc Law C,Fiachra Wall,73.33333333,Male
Euros 2012,EUDC Dundee A,Megan Robertson,74,Female
Euros 2012,EUDC Dundee A,Geraint James,72.33333333,Male
Euros 2012,EUDC Aberdeen C,Seamus Salt,72.77777778,Male
Euros 2012,EUDC Aberdeen C,Alicia Jensen,70.55555556,Female
Euros 2012,EUDC Manchester C,Henry Phipps,74.11111111,Male
Euros 2012,EUDC Manchester C,William Stobart,73.77777778,Male
Euros 2012,EUDC Science Po Nancy B,Alexander Schauer,71.44444444,Male
Euros 2012,EUDC Science Po Nancy B,Claudia Wiese,69.44444444,Female
Euros 2012,EUDC Zagreb A,Dina Salapic,74.11111111,Female
Euros 2012,EUDC Zagreb A,Ana Salapic,73.55555556,Female
Euros 2012,EUDC Bogazici B,Esra Simsek,73.22222222,Female
Euros 2012,EUDC Bogazici B,Efe Unsal,72.22222222,Male
Euros 2012,EUDC Imperial B,Nathaniel Konzon,75.66666667,Male
Euros 2012,EUDC Imperial B,Nick Farmer,74.33333333,Male
Euros 2012,EUDC Sse Riga B,Lauma Vernere,72.44444444,Female
Euros 2012,EUDC Sse Riga B,Ieva Skrivere,71.77777778,Female
Euros 2012,EUDC Uni Of Arts A,Predrag Tanackovic,69.33333333,Male
Euros 2012,EUDC Uni Of Arts A,Damjan Ilic,69.11111111,Male
Euros 2012,EUDC Sse Riga A,Edgaras Marcinkus,71.77777778,Unknown
Euros 2012,EUDC Sse Riga A,Tadas Stankevicius,70.55555556,Male
Euros 2012,EUDC Bogazici A,Melda Eren,73.88888889,Female
Euros 2012,EUDC Bogazici A,Aras Budak,72.11111111,Male
Euros 2012,EUDC Haifa A,Edo Rosenblum,76,Male
Euros 2012,EUDC Haifa A,Meir Yarom,75.44444444,Male
Euros 2012,EUDC Haifa B,Jennifer Magzal,74.22222222,Female
Euros 2012,EUDC Haifa B,Raneen Nicola,73.44444444,Unknown
Euros 2012,EUDC Haifa C,Or Brokman,75.22222222,Unknown
Euros 2012,EUDC Haifa C,Olga Khevelev,73.11111111,Female
Euros 2012,EUDC Mipt B,Sergey Bazylik,68.77777778,Male
Euros 2012,EUDC Mipt B,Daria Zelenina,67.77777778,Female
Euros 2012,EUDC Mipt A,Ustinov Dmitry,71.22222222,Unknown
Euros 2012,EUDC Mipt A,Alexey Chekmarev,69.22222222,Male
Euros 2012,EUDC Tel Aviv A,Roee Levy,77.77777778,Male
Euros 2012,EUDC Tel Aviv A,Alon Cohen,76.66666667,Male
Euros 2012,EUDC Tel Aviv C,Tomer Shani,72.55555556,Male
Euros 2012,EUDC Tel Aviv C,Stav Singer,72.55555556,Male
Euros 2012,EUDC Tel Aviv B,Yael Bezalel,78.33333333,Female
Euros 2012,EUDC Tel Aviv B,Oren Danieli,76.77777778,Male
Euros 2012,EUDC Ceu B,Georgiana Mihut,72.77777778,Female
Euros 2012,EUDC Ceu B,Lenny Simon,72.55555556,Male
Euros 2012,EUDC Ceu A,Brendan Duprey,73.66666667,Male
Euros 2012,EUDC Ceu A,Vija Pakalkaite,72.66666667,Female
Euros 2012,EUDC Msu B,Ilya Lapatin,68.66666667,Male
Euros 2012,EUDC Msu B,Aytalina Nikitina,68,Unknown
Euros 2012,EUDC Utrecht C,Arielle Dundas,76.44444444,Female
Euros 2012,EUDC Utrecht C,Nickey Smits,72.55555556,Unknown
Euros 2012,EUDC Tilbury House B,Lukas Haffert,75.66666667,Male
Euros 2012,EUDC Tilbury House B,Leonard Munstermann,74.77777778,Male
Euros 2012,EUDC Tilbury House A,Moritz Justen,71.88888889,Male
Euros 2012,EUDC Tilbury House A,Elisabeth Wagner,71.77777778,Female
Euros 2012,EUDC Tucn B,Sinziana-Maria Jurau,72.11111111,Unknown
Euros 2012,EUDC Tucn B,Xenia Burghelea,71.33333333,Female
Euros 2012,EUDC Tucn C,Irina Negrutiu,70,Female
Euros 2012,EUDC Tucn C,Vlad Vidican,68.88888889,Male
Euros 2012,EUDC Gutenberg C,Nicolas Eberle,72.88888889,Male
Euros 2012,EUDC Gutenberg C,Robert Lehmann,72.88888889,Male
Euros 2012,EUDC Stuttgart A,Andreas Lazar,75.44444444,Male
Euros 2012,EUDC Stuttgart A,Gregor Schmitt,73.22222222,Male
Euros 2012,EUDC Galway B,Shane Commins,76.22222222,Male
Euros 2012,EUDC Galway B,Ruth Cormican,75.77777778,Female
Euros 2012,EUDC Galway A,Eileen Coughlan,74.55555556,Female
Euros 2012,EUDC Galway A,Andrew Shevlane,72.66666667,Male
Euros 2012,EUDC Mostar A,Marin Vican,69.88888889,Male
Euros 2012,EUDC Mostar A,Marko Kovacevic,69.44444444,Male
Euros 2012,EUDC Erasmus C,Lucia Sontseva,74.66666667,Female
Euros 2012,EUDC Erasmus C,Marike Abrahamse,73.33333333,Female
Euros 2012,EUDC Erasmus B,Karin Merckens,75.55555556,Female
Euros 2012,EUDC Erasmus B,Marco Voormolen,72.44444444,Male
Euros 2012,EUDC Maastricht B,Michelle Johnsson,70.88888889,Female
Euros 2012,EUDC Maastricht B,David Caspers,69.33333333,Male
Euros 2012,EUDC Porto A,Ary Cunha,75.11111111,Male
Euros 2012,EUDC Porto A,Tiago Laranjeiro,72.77777778,Male
Euros 2012,"EUDC Ou, Israel B",Eli Shalom,72.55555556,Female
Euros 2012,"EUDC Ou, Israel B",Itay Cohen,72.22222222,Male
Euros 2012,EUDC Bucharest A,Serban Pitic,74.11111111,Male
Euros 2012,EUDC Bucharest A,Radu Tiganas,73.44444444,Male
Euros 2012,EUDC Asdv Bonaparte C,Bob Alberts,73.22222222,Male
Euros 2012,EUDC Asdv Bonaparte C,Benjamin Mosk,72.33333333,Male
Euros 2012,EUDC Deree A,Chris Papadopoulos,72.44444444,Male
Euros 2012,EUDC Deree A,Ada Tsouli,71.22222222,Female
Euros 2012,EUDC Bbu A,Radu Cotarcea,77.55555556,Male
Euros 2012,EUDC Bbu A,Octavian Buta,75.11111111,Male
Euros 2012,EUDC Bpp A,Harish Natarajan,83.55555556,Male
Euros 2012,EUDC Bpp A,Jack Watson,83.11111111,Male
Euros 2012,EUDC Tucn A,Radu Stoita,70.77777778,Male
Euros 2012,EUDC Tucn A,Mihai Pop,69.88888889,Male
Euros 2012,EUDC Dimitrie Cantemir A,Stefan Ionescu,74.77777778,Male
Euros 2012,EUDC Dimitrie Cantemir A,Sorina Dumitru,73.22222222,Female
Euros 2012,EUDC Deree B,Raif Ataya,70,Male
Euros 2012,EUDC Deree B,Maria Giannakaki,69.66666667,Female
Euros 2012,EUDC Msal A,Petzachenok Kseniya,69.22222222,Unknown
Euros 2012,EUDC Msal A,Popova Yulia,68.77777778,Unknown
Euros 2012,EUDC Galatasaray C,Kerem Çelikboya,73,Male
Euros 2012,EUDC Galatasaray C,Akin Egemen,70.88888889,Unknown
Euros 2012,EUDC Galatasaray B,Beril Ari,71.11111111,Female
Euros 2012,EUDC Galatasaray B,Beril Önder,70.77777778,Female
Euros 2012,EUDC Galatasaray A,Engin Arıkan,77.66666667,Male
Euros 2012,EUDC Galatasaray A,Seda Palanduz,76.44444444,Female
Euros 2012,EUDC Assas B,Claire Mayer,70.33333333,Female
Euros 2012,EUDC Assas B,Margaux Serey,69.77777778,Female
Euros 2012,EUDC Assas A,Partington Charles,72.22222222,Unknown
Euros 2012,EUDC Assas A,Decharne Romain,71,Unknown
Euros 2012,EUDC Idc A,Keren Kurlander,70.88888889,Female
Euros 2012,EUDC Idc A,Gal Frenkel,70,Male
Euros 2012,EUDC Technion A,Ariel Weiss,73.11111111,Male
Euros 2012,EUDC Technion A,Anastasia Logvinenko,72.11111111,Female
Euros 2012,EUDC Helsinki A,Mitjo Vaulasvirta,74.88888889,Unknown
Euros 2012,EUDC Helsinki A,Michael Schklowski,74.22222222,Male
Euros 2012,EUDC Bauman A,Anna Dotsenko,73.11111111,Female
Euros 2012,EUDC Bauman A,Andrey Averyanov,72.33333333,Male
Euros 2012,EUDC Leiden A,Daan Welling,77.22222222,Male
Euros 2012,EUDC Leiden A,Menno Schellekens,76.88888889,Male
Euros 2012,EUDC Tcd Hist B,Sally Rooney,81.55555556,Female
Euros 2012,EUDC Tcd Hist B,Adam Noonan,79.66666667,Male
Euros 2012,EUDC Newcastle A,Jack Burton,75.77777778,Male
Euros 2012,EUDC Newcastle A,Paul Frew,74.44444444,Male
Euros 2012,EUDC Aberystwyth A,Roberto Sarrionandia,76.55555556,Male
Euros 2012,EUDC Aberystwyth A,Karolien Michiels,73.66666667,Unknown
Euros 2012,EUDC Zagreb Law C,Karlo Resler,71.11111111,Male
Euros 2012,EUDC Zagreb Law C,Ivana Kikerec,71.11111111,Female
Euros 2012,EUDC Soas B,James Whitehouse,77.55555556,Male
Euros 2012,EUDC Soas B,Robert Austin,76.77777778,Male
Euros 2012,EUDC Manchester A,Alexander Rabinovich,74.77777778,Male
Euros 2012,EUDC Manchester A,Aarti Sreenivas,74.11111111,Female
Euros 2012,EUDC Manchester B,Lucy Penny,76.11111111,Female
Euros 2012,EUDC Manchester B,Emma Bean,74.33333333,Female
Euros 2012,EUDC Soas A,Sheraz Qureshi,77.88888889,Unknown
Euros 2012,EUDC Soas A,Eleanor Kowol,77.22222222,Female
Euros 2012,EUDC Tuebingen A,Jonas Hilla,69.77777778,Male
Euros 2012,EUDC Tuebingen A,Konrad Gutschow,69.66666667,Male
Euros 2012,EUDC Tuebingen B,Marie Rulfs,72.22222222,Female
Euros 2012,EUDC Tuebingen B,Sophie-Theres Rebmann,71.77777778,Unknown
Euros 2012,EUDC Durham C,Peter Doughton,80.11111111,Male
Euros 2012,EUDC Durham C,Edward Hauschild,78.77777778,Male
Euros 2012,EUDC Durham B,Simon Tunnicliffe,80,Male
Euros 2012,EUDC Durham B,Benjamin Dory,79.66666667,Male
Euros 2012,EUDC Durham A,Pam Cohn,82.88888889,Female
Euros 2012,EUDC Durham A,Guy Miscampbell,81.77777778,Male
Euros 2012,EUDC Lse C,Eugenija Golubova,76.22222222,Female
Euros 2012,EUDC Lse C,Danny Keeley,75.88888889,Male
Euros 2012,EUDC Lse B,Jonathan Kay,79.33333333,Male
Euros 2012,EUDC Lse B,Samantha Si,77.22222222,Female
Euros 2012,EUDC Lse A,Daniel Berman,80.44444444,Male
Euros 2012,EUDC Lse A,Carlo Cabrera,79.44444444,Male
Euros 2012,EUDC Porto B,Ângelo Teles,72.66666667,Unknown
Euros 2012,EUDC Porto B,Edgar Bento,71.22222222,Male
Euros 2012,EUDC Hse C,Sofia Gerasimova,68.66666667,Female
Euros 2012,EUDC Hse C,Julia Litvinenko,67.88888889,Female
Euros 2012,EUDC Ulu C,Oskar Avery,78.22222222,Male
Euros 2012,EUDC Ulu C,Raj Shukla,76.66666667,Male
