,location,ID,Folder,Image_name,Repeat.measure.,Year.taken,DOB,Age.at.photo,Sex,width,height,fHWR,Notes,A,B,C,D,E,F,G
41,Edinburgh,Frek,Edinburgh New,Frek June 2012RT.JPG,N,2012,21/10/1993,19,1,469,325,1.443076923,,,,,,,,
42,Edinburgh,Frek,Vanessa photos 27.11.13 -Frek,2013-11-27 14.30.04,N,2013,21/10/1993,20,1,N/A,N/A,N/A,,,,,,,,
43,Edinburgh,Frek,Vanessa photos 27.11.13 -Frek,2013-11-27 14.30.33,N,2013,21/10/1993,20,1,678,532,1.27443609,,,,,,,,
44,Edinburgh,Frek,Vanessa photos 27.11.13 -Frek,2013-11-27 14.30.59,N,2013,21/10/1993,20,1,650,518,1.254826255,,,,,,,,
45,Edinburgh,Heleen,Edinburgh New,Heleen2010.jpg,N,2010,16/04/1991,19,0,94,70,1.342857143,,,,,,,,
46,Edinburgh,Heleen,Edinburgh New,Holland - Heleen 1.JPG,N,2010,16/04/1991,19,0,231,151,1.529801325,,,,,,,,
47,Edinburgh,Heleen,Vanessa photos 27.11.14,Heleen,N,2013,16/04/1991,22,0,468,276,1.695652174,,,,,,,,
48,Edinburgh,Kilimi,Edinburgh New,Edinburgh - Kilimi 1 2.tem,Y,2009,20/02/1993,16,0,243,156,1.557692308,,,,,,,,
49,Edinburgh,Kilimi,Edinburgh New,Edinburgh - Kilimi 2.tem,N,2009,20/02/1993,16,0,267,148,1.804054054,,,,,,,,
50,Edinburgh,Kilimi,Edinburgh New,Kilimi (small).JPG,Y,2009,20/02/1993,16,0,125,77,1.623376623,,,,,,,,
51,Edinburgh,Kilimi,Edinburgh New,Edinburgh - Kilimi 3.tem,N,2010,20/02/1993,17,0,599,373,1.605898123,,,,,,,,
52,Edinburgh,Kilimi,Edinburgh New,Kilimi face P1120510.JPG,N,2010,20/02/1993,17,0,548,365,1.501369863,,,,,,,,
53,Edinburgh,Kilimi,Edinburgh New,kilimi oct2013b.JPG,N,2013,20/02/1993,20,0,329,193,1.704663212,,"412.7, 354","488, 707.3","343.3, 390.7","493.3, 369.3","302, 416","534, 375.3","459.3, 596.7"
54,Edinburgh,Kilimi,Vanessa photos 27.11.13 -Kilimi,2013-11-27 13.39.19,N,2013,20/02/1993,20,0,648,347,1.867435159,,,,,,,,
55,Edinburgh,Kilimi,Vanessa photos 27.11.13 -Kilimi,2013-11-27 13.39.22-1,N,2013,20/02/1993,20,0,623,325,1.916923077,,,,,,,,
56,Edinburgh,Kilimi,Vanessa photos 27.11.13 -Kilimi,2013-11-27 13.39.22-2,N,2013,20/02/1993,20,0,659,351,1.877492877,,,,,,,,
57,Edinburgh,Kilimi,Vanessa photos 27.11.13 -Kilimi,2013-11-27 13.39.24,N,2013,20/02/1993,20,0,632,333,1.897897898,,,,,,,,
58,Edinburgh,Kindia,Edinburgh New,Edinburgh - Kindia 2.jpg,Y,2009,05/02/1997,12,1,612,420,1.457142857,,,,,,,,
59,Edinburgh,Kindia,Edinburgh New,Kindia (small).JPG,N,2009,05/02/1997,12,1,597,408,1.463235294,,,,,,,,
60,Edinburgh,Kindia,Edinburgh New,Kindia1.JPG,Y,2009,05/02/1997,12,1,607,401,1.513715711,,,,,,,,
61,Edinburgh,Kindia,Edinburgh New,Edinburgh - Kinda (left) and Qafzeh (middle).tem,N,2010,05/02/1997,13,1,325,239,1.359832636,,,,,,,,
62,Edinburgh,Kindia,Edinburgh New,Kindia OK.JPG,N,2010,05/02/1997,13,1,160,118,1.355932203,,,,,,,,
63,Edinburgh,Kindia,Edinburgh New,Kindia Feb 2013RT.JPG,N,2013,05/02/1997,16,1,N/A,N/A,N/A,,,,,,,,
64,Edinburgh,Kindia,Vanessa photos 27.11.13 -Kindia,2013-11-27 14.27.38-1,N,2013,05/02/1997,16,1,513,388,1.322164948,,,,,,,,
65,Edinburgh,Kindia,Vanessa photos 27.11.13 -Kindia,2013-11-27 14.27.38-3,N,2013,05/02/1997,16,1,524,366,1.431693989,,,,,,,,
66,Edinburgh,Kindia,Vanessa photos 27.11.13 -Kindia,2013-11-27 14.28.00,N,2013,05/02/1997,16,1,661,641,1.031201248,,,,,,,,
67,Edinburgh,Kindia,Vanessa photos 27.11.13 -Kindia,2013-11-27 14.28.03,N,2013,05/02/1997,16,1,686,503,1.363817097,,,,,,,,
68,Edinburgh,Lianne,Edinburgh New,Holland - Lianne 1.JPG,N,2010,14/02/1989,21,0,680,414,1.642512077,,,,,,,,
69,Edinburgh,Lianne,Edinburgh New,Holland - Lianne 2.JPG,N,2012,14/02/1989,23,0,309,203,1.522167488,,,,,,,,
70,Edinburgh,Lianne,Roslyn photos,Lianne 06.2012.JPG,N,2012,14/02/1989,23,0,816,549,1.486338798,,,,,,,,
71,Edinburgh,Lianne,Edinburgh New,Lianne.jpg,N,2013,14/02/1989,24,0,N/A,N/A,N/A,,,,,,,,
72,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.22.23-2,N,2013,14/02/1989,24,0,544,414,1.314009662,,,,,,,,
73,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.22.23-3,N,2013,14/02/1989,24,0,564,420,1.342857143,,,,,,,,
74,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.22.24-1,N,2013,14/02/1989,24,0,538,395,1.362025316,,"990, 366","1021.5, 1033.5","870, 450","1108.5, 450","736.5, 501","1216.5, 486","1017, 874.5"
75,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.22.24-2,N,2013,14/02/1989,24,0,N/A,N/A,N/A,,,,,,,,
76,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.56.34,N,2013,14/02/1989,24,0,454,245,1.853061224,,"1145, 424","1148, 940","1059, 504","1251, 500","952, 526","1337, 525","1158, 767"
77,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.56.41-1,N,2013,14/02/1989,24,0,N/A,N/A,N/A,,,,,,,,
78,Edinburgh,Lianne,Vanessa photos 27.11.13 -Lianne,2013-11-27 14.56.41-2,N,2013,14/02/1989,24,0,N/A,N/A,N/A,,,,,,,,
79,Edinburgh,Liberius,Edinburgh New,Liberius P1000774.JPG,N,2008,20/01/1999,9,1,386,241,1.601659751,,,,,,,,
80,Edinburgh,Liberius,Edinburgh New,Liberius P1050438.JPG,N,2009,20/01/1999,10,1,927,661,1.402420575,,,,,,,,
81,Edinburgh,Liberius,Edinburgh New,Liberius P1050439.JPG,N,2009,20/01/1999,10,1,889,681,1.305433186,,,,,,,,
82,Edinburgh,Liberius,Edinburgh New,Liberius P1050441.JPG,N,2009,20/01/1999,10,1,941,709,1.327221439,,,,,,,,
83,Edinburgh,Liberius,Edinburgh New,Liberius P1050446.JPG,N,2009,20/01/1999,10,1,918,697,1.317073171,,,,,,,,
84,Edinburgh,Liberius,Edinburgh New,Liberius P1050449.JPG,N,2009,20/01/1999,10,1,962,632,1.522151899,,,,,,,,
85,Edinburgh,Liberius,Edinburgh New,Edinburgh - Liberius 4.JPG,N,2010,20/01/1999,11,1,399,283,1.409893993,,,,,,,,
86,Edinburgh,Liberius,Edinburgh New,Liberius.JPG,N,2010,20/01/1999,11,1,173,116,1.49137931,,"138.5, 114","156, 281.5","107, 137","174, 131.5","81.5, 144","201, 133.5","155.5, 252.5"
87,Edinburgh,Liberius,Katie photos,Liberius 1.jpg,N,2012,20/01/1999,13,1,479,350,1.368571429,,,,,,,,
88,Edinburgh,Liberius,Roslyn photos,Liberius 01.2012.jpg,N,2012,20/01/1999,13,1,517,357,1.448179272,,,,,,,,
89,Edinburgh,Louis,Edinburgh New,Edinburgh - Louis 2.JPG,N,2008,01/01/1973,35,1,345,231,1.493506494,,,,,,,,
90,Edinburgh,Louis,Edinburgh New,Edinburgh - Louis 1 (a bit fuzzy).JPG,N,2008,01/01/1973,35,1,400,220,1.818181818,,,,,,,,
91,Edinburgh,Louis,Edinburgh New,Louis (small).JPG,N,2009,01/01/1973,36,1,310,198,1.565656566,,,,,,,,
92,Edinburgh,Louis,Edinburgh New,Louis P1020290.JPG,N,2009,01/01/1973,36,1,470,247,1.902834008,,"1977, 302","1739, 752","1889, 354","2058, 367","1813, 374","2157, 398","1935, 615"
93,Edinburgh,Louis,Edinburgh New,Louis2.JPG,N,2009,01/01/1973,36,1,458,309,1.482200647,,,,,,,,
94,Edinburgh,Louis,Edinburgh New,Louis (from Alaina).JPG,N,2010,01/01/1973,37,1,191,96,1.989583333,,,,,,,,
95,Edinburgh,Louis,Roslyn photos,Louis body id 2012.JPG,N,2012,01/01/1973,39,1,362,229,1.580786026,,,,,,,,
96,Edinburgh,Louis,Vanessa photos 27.11.13 -Louis,2013-11-27 14.18.48,N,2013,01/01/1973,40,1,816,534,1.528089888,,,,,,,,
97,Edinburgh,Louis,Vanessa photos 27.11.13 -Louis,Louis,N,2013,01/01/1973,40,1,242,172,1.406976744,,,,,,,,
98,Edinburgh,Lucy,Edinburgh New,Lucy P1000312.JPG,N,2008,11/11/1976,32,0,363,240,1.5125,,,,,,,,
99,Edinburgh,Lucy,Edinburgh New,Edinburgh - Lucy 2.JPG,N,2009,11/11/1976,33,0,379,234,1.61965812,,"2218, 658","2300, 1066","2148, 713","2303, 691","2058, 752","2391, 706","2278, 936"
100,Edinburgh,Lucy,Edinburgh New,Edinburgh - Lucy 1.JPG,N,2010,11/11/1976,34,0,89,58,1.534482759,,,,,,,,
101,Edinburgh,Lucy,Edinburgh New,Lucy 2010 (pic by Sarah Romer).JPG,N,2010,11/11/1976,34,0,1714,1185,1.446413502,,,,,,,,
102,Edinburgh,Lucy,Roslyn photos,Lucy 04.2012.JPG,N,2012,11/11/1976,36,0,434,262,1.65648855,,,,,,,,
103,Edinburgh,Lucy,Roslyn photos,Lucy 06.2012.JPG,N,2012,11/11/1976,36,0,612,386,1.585492228,,,,,,,,
104,Edinburgh,Lyndsey,Roslyn photos,Lyndsey 09.2012.JPG,Y,2011,24/12/1983,28,0,586,322,1.819875776,,,,,,,,
105,Edinburgh,Lyndsey,Roslyn photos,Lyndsey face id 2012.JPG,Y,2011,24/12/1983,28,0,596,331,1.80060423,,,,,,,,
106,Edinburgh,Paul,Edinburgh New,Holland - Paul (left) and Edith (right).JPG,N,2010,08/05/1993,17,1,351,228,1.539473684,,"1596, 689","1570, 1035","1532, 723","1658, 735","1445, 733","1730, 756","1579, 963"
107,Edinburgh,Paul,Edinburgh New,Holland - Paul (left) and Rene (right).JPG,N,2010,08/05/1993,17,1,381,245,1.555102041,,,,,,,,
108,Edinburgh,Paul,Edinburgh New,Holland - Paul 1.JPG,N,2010,08/05/1993,17,1,254,160,1.5875,,,,,,,,
109,Edinburgh,Paul,Roslyn photos,Paul 04.2012.JPG,N,2012,08/05/1993,19,1,850,588,1.445578231,,,,,,,,
110,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.11.59,N,2013,08/05/1993,20,1,483,358,1.349162011,,,,,,,,
111,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.12.02,N,2013,08/05/1993,20,1,564,413,1.365617433,,,,,,,,
112,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.12.06,N,2013,08/05/1993,20,1,575,420,1.369047619,,,,,,,,
113,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.12.13,N,2013,08/05/1993,20,1,572,414,1.381642512,,"1106, 496","1090, 1164","984, 570","1242, 576","842, 604","1348, 602","1068, 998"
114,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.12.14,N,2013,08/05/1993,20,1,634,416,1.524038462,,,,,,,,
115,Edinburgh,Paul,Vanessa photos 27.11.13 -Paul,2013-11-27 14.12.15,N,2013,08/05/1993,20,1,622,427,1.456674473,,,,,,,,
116,Edinburgh,Pearl,Edinburgh New,Pearl2010.jpg,N,2010,13/03/1969,41,0,68,36,1.888888889,,,,,,,,
117,Edinburgh,Pearl,Edinburgh New,Holland - Pearl 2.JPG,N,2012,13/03/1969,43,0,488,274,1.781021898,,,,,,,,
118,Edinburgh,Pearl,Roslyn photos,Pearl 06.2012.JPG,N,2012,13/03/1969,43,0,230,130,1.769230769,,,,,,,,
119,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.07.23,N,2013,13/03/1969,44,0,1033,466,2.216738197,,,,,,,,
120,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.07.32,N,2013,13/03/1969,44,0,1010,469,2.153518124,,,,,,,,
121,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.07.53-2,N,2013,13/03/1969,44,0,870,421,2.066508314,,,,,,,,
122,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.11.34-1 (dragged),N,2013,13/03/1969,44,0,N/A,N/A,N/A,,,,,,,,
123,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.11.40-1-1 (dragged),N,2013,13/03/1969,44,0,N/A,N/A,N/A,,,,,,,,
124,Edinburgh,Pearl,Vanessa photos 27.11.13 -Pearl,2013-11-27 14.11.42-1 (dragged),N,2013,13/03/1969,44,0,N/A,N/A,N/A,,,,,,,,
125,Edinburgh,Qafzeh,Edinburgh New,Qafzeh 1 DSCF1532.JPG,N,2008,31/03/1992,16,1,813,570,1.426315789,,,,,,,,
126,Edinburgh,Qafzeh,Edinburgh New,Qafzeh - face (with food).JPG,N,2009,31/03/1992,17,1,388,239,1.623430962,,,,,,,,
127,Edinburgh,Qafzeh,Edinburgh New,Qafzeh P1000246.JPG,N,2009,31/03/1992,17,1,812,531,1.529190207,,,,,,,,
128,Edinburgh,Qafzeh,Edinburgh New,Edinburgh - Kinda (left) and Qafzeh (middle).tem,N,2010,31/03/1992,18,1,292,226,1.292035398,,,,,,,,
129,Edinburgh,Qafzeh,Edinburgh New,Edinburgh - Qafzeh 3.JPG,N,2010,31/03/1992,18,1,358,260,1.376923077,,,,,,,,
130,Edinburgh,Qafzeh,Edinburgh New,Qafzeh face P1120507.JPG,N,2010,31/03/1992,18,1,623,441,1.412698413,,,,,,,,
131,Edinburgh,Qafzeh,Edinburgh New,Qafzeh.JPG,N,2010,31/03/1992,18,1,168,116,1.448275862,,,,,,,,
132,Edinburgh,Qafzeh,Roslyn photos,Qafzeh 04.2012.JPG,N,2012,31/03/1992,20,1,990,610,1.62295082,,,,,,,,
133,Edinburgh,Rene,Edinburgh New,Holland - Paul (left) and Rene (right).JPG,N,2010,21/02/1993,17,1,408,260,1.569230769,,,,,,,,
134,Edinburgh,Rene,Edinburgh New,Holland - Rene 1.JPG,N,2010,21/02/1993,17,1,428,254,1.68503937,,,,,,,,
135,Edinburgh,Rene,Edinburgh New,Rene Nov 2011RT.JPG,N,2011,21/02/1993,18,1,280,194,1.443298969,,,,,,,,
136,Edinburgh,Rene,Edinburgh New,Holland - Rene 2.JPG,N,2012,21/02/1993,19,1,N/A,N/A,N/A,,,,,,,,
137,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.56.15,N,2013,21/02/1993,20,1,591,460,1.284782609,,,,,,,,
138,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.57.01,N,2013,21/02/1993,20,1,562,385,1.45974026,,"1300, 632","1436, 1203","1231, 726","1425, 665","1119, 770","1539, 661","1416, 1110"
139,Edinburgh,Rene,Vanessa photos 27.11.13 -Rene,2013-11-27 13.57.07,N,2013,21/02/1993,20,1,851,582,1.462199313,,,,,,,,
140,Edinburgh,Sophie,Edinburgh New,Sophie2010.jpg,N,2010,22/11/1981,29,0,103,48,2.145833333,,,,,,,,
141,Edinburgh,Sophie,Edinburgh New,Holland - Sophie 1.JPG,N,2010,22/11/1981,29,0,492,267,1.842696629,,,,,,,,
142,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.32.43,N,2013,22/11/1981,32,0,615,419,1.46778043,,,,,,,,
143,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.32.47,N,2013,22/11/1981,32,0,678,434,1.562211982,,,,,,,,
144,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.37.34-1,N,2013,22/11/1981,32,0,802,488,1.643442623,,"1372, 418","1364, 1282","1212, 522","1548, 524","1026, 568","1686, 568","1376, 1048"
145,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,2013-11-27 14.37.34-2,N,2013,22/11/1981,32,0,802,472,1.699152542,,,,,,,,
146,Edinburgh,Sophie,Vanessa photos 27.11.13 -Sophie,Sophie,N,2013,22/11/1981,32,0,N/A,N/A,N/A,,,,,,,,
147,Japan,Akira,Not online,akira20030324_1,N,2003,01/01/1980,23,1,170,126,1.349206349,,,,,,,,
148,Japan,Akira,Not online,akira20030324_2,N,2003,01/01/1980,23,1,170,116,1.465517241,,,,,,,,
149,Japan,Aruku,Online images,Aruku.20020618_1,N,2002,12/07/1989,13,1,83,57,1.456140351,,,,,,,,
150,Japan,Aruku,Online images,Aruku.20020618_2,N,2002,12/07/1989,13,1,82,48,1.708333333,,,,,,,,
151,Japan,Aruku,Online images,Aruku.20020618_3,N,2002,12/07/1989,13,1,84,45,1.866666667,,,,,,,,
152,Japan,Aruku,Online images,Aruku.20020618_4,N,2002,12/07/1989,13,1,92,48,1.916666667,,,,,,,,
153,Japan,Ayumu,Not online,Ayumu.20001211_26,N,2000,4/24/2000,0,1,N/A,N/A,N/A,,,,,,,,
154,Japan,Ayumu,Not online,Ayumu.20060611_ 019,N,2006,4/24/2000,6,1,237,153,1.549019608,,,,,,,,
155,Japan,Ayumu,Not online,Ayumu.20080501_007,N,2008,4/24/2000,8,1,360,162,2.222222222,,,,,,,,
156,Japan,Ayumu,Online images,Ayumu.20000723,N,2000,4/24/2000,0,1,N/A,N/A,N/A,,,,,,,,
157,Japan,Black,Online images,Black.20030205,N,2003,2/21/1971,32,1,141,81,1.740740741,,,,,,,,
158,Japan,Chiko,Online images,Chiko.20031029,N,2003,6/26/1989,14,0,223,116,1.922413793,,,,,,,,
159,Japan,Chloe,Online images,Chloe20050407,N,2005,12/12/1980,25,0,123,72,1.708333333,,,,,,,,
160,Japan,Cleo,Not online,Cleo.20050414,N,2005,6/19/2000,5,0,185,104,1.778846154,,,,,,,,
161,Japan,Cleo,Not online,Cleo.20060611???? 024,N,2006,6/19/2000,6,0,210,137,1.532846715,,"884, 398","776, 593","836, 407","907, 448","783, 389","936, 476","797, 552"
162,Japan,Cleo,Not online,Cleo.20060611???? 036,N,2006,6/19/2000,6,0,245,145,1.689655172,,,,,,,,
163,Japan,Cleo,Not online,Cleo.20060611???? 063,N,2006,6/19/2000,6,0,471,266,1.770676692,,,,,,,,
164,Japan,Cleo,Not online,Cleo.20060611???? 072,N,2006,6/19/2000,6,0,444,298,1.489932886,,,,,,,,
165,Japan,Cleo,Not online,Cleo.20060611???? 084,N,2006,6/19/2000,6,0,190,108,1.759259259,,,,,,,,
166,Japan,Cleo,Online images,Cleo.20050409,N,2005,6/19/2000,5,0,78,34,2.294117647,,,,,,,,
167,Japan,Cleo,Online images,Cleo.20060611,N,2006,6/19/2000,6,0,N/A,N/A,N/A,,,,,,,,
168,Japan,Conan,Online images,Conan_jp.20031022,N,2003,03/12/1997,6,1,162,100,1.62,No pers data,,,,,,,
169,Japan,Cookie,Online images,Cookie.20111113,N,2011,02/12/1991,20,0,74,40,1.85,,,,,,,,
170,Japan,Cookie,Online images,Cookie.20121229,N,2012,02/12/1991,21,0,155,112,1.383928571,,,,,,,,
171,Japan,Daio,Online images,Daio.20011106,N,2001,5/17/1986,15,1,54,30,1.8,,,,,,,,
172,Japan,Gon,Not online,Gon.19990812_17,N,1999,01/01/1966,33,1,436,259,1.683397683,,,,,,,,
173,Japan,Gon,Not online,Gon.19990812_23,N,1999,01/01/1966,33,1,N/A,N/A,N/A,,,,,,,,
174,Japan,Gon,Not online,Gon.20080501,N,2008,01/01/1966,42,1,230,154,1.493506494,,,,,,,,
175,Japan,Gon,Not online,gon040609_6,N,2004,01/01/1966,38,1,N/A,N/A,N/A,,,,,,,,
176,Japan,Gon,Online images,Gon.20070620,N,2007,01/01/1966,41,1,88,40,2.2,,"312, 54.4","314, 138.4","296.4, 62","329.6, 61.2","280, 66.4","347.2, 66","314.4, 108.4"
177,Japan,Hope,Online images,Hope.20030401_1,N,2003,06/04/1990,13,1,178,96,1.854166667,,,,,,,,
178,Japan,Hope,Online images,Hope.20030401_2,N,2003,06/04/1990,13,1,107,60,1.783333333,,,,,,,,
179,Japan,Ichigo,Online images,Ichigo.20030211_1,N,2003,01/01/1980,23,0,118,55,2.145454545,,,,,,,,
180,Japan,Ichigo,Online images,Ichigo.20030211_2,N,2003,01/01/1980,23,0,137,57,2.403508772,,,,,,,,
181,Japan,James,Online images,James20041102,N,2004, 05/09/1993,11,1,155,74,2.094594595,,"321.5, 58.5","335, 210","293, 80.5","352.5, 79.5","257, 89.5","383, 88.5","331.5, 163"
182,Japan,Kanae,Online images,Kanae.20030129_1,N,2003,2/21/1979,24,0,133,68,1.955882353,,,,,,,,
183,Japan,Kanae,Online images,Kanae.20030129_2,N,2003,2/21/1979,24,0,129,64,2.015625,,,,,,,,
