"","ID","location","Folder","Image_name","Repeat.measure.","Year.taken","DOB","Age","Sex","width","height","fWHR","lffh","Dom","Ext","Con","Agr","Neu","Opn","Dom_CZ","Ext_CZ","Con_CZ","Agr_CZ","Neu_CZ","Opn_CZ","Subspecies"
"11","Aruku","Japan","Online images","Aruku.20020618_2","N",2002,"12/07/1989",13,"1","82","48",1.708333333,0.319650236,4.48888888886667,4.4000000001,4.69047619057143,4.33333333316667,3.7333333334,4.33333333325,0.371552602229995,0.169628472667749,0.192361954377869,0.578730243910506,-0.326574523498098,0.298343803392952,"verus"
"12","Austin","Bastrop","","","",NA,"",NA,"1","","",NA,0.184304324,5.125,6.61111111111111,6,5.5,4.33333333333333,6.75,1.14379756421602,2.90498542887038,1.73489247160632,2.12183150488491,0.358090866946745,2.69454403499286,"troglodytes"
"13","Austin","Bastrop","","","",NA,"",NA,"1","","",NA,0.184304324,4.19375,4.60166666666667,4.03,4.5,3.94333333333333,4.54,0.013251173400431,0.419109521575814,-0.58563434666212,0.799173281381516,-0.0869416368918508,0.503260237067403,"troglodytes"
"14","Austin","Bastrop","","","",NA,"",NA,"1","","",1.443333,0.206615736,5.125,6.61111111111111,6,5.5,4.33333333333333,6.75,1.14379756421602,2.90498542887038,1.73489247160632,2.12183150488491,0.358090866946745,2.69454403499286,"troglodytes"
"15","Austin","Bastrop","","","",NA,"",NA,"1","","",1.443333,0.206615736,4.19375,4.60166666666667,4.03,4.5,3.94333333333333,4.54,0.013251173400431,0.419109521575814,-0.58563434666212,0.799173281381516,-0.0869416368918508,0.503260237067403,"troglodytes"
"16","Austin","Bastrop","","","",NA,"",NA,"1","","",NA,NA,5.125,6.61111111111111,6,5.5,4.33333333333333,6.75,1.14379756421602,2.90498542887038,1.73489247160632,2.12183150488491,0.358090866946745,2.69454403499286,"troglodytes"
"17","Austin","Bastrop","","","",NA,"",NA,"1","","",NA,NA,4.19375,4.60166666666667,4.03,4.5,3.94333333333333,4.54,0.013251173400431,0.419109521575814,-0.58563434666212,0.799173281381516,-0.0869416368918508,0.503260237067403,"troglodytes"
"18","Ayumu","Japan","Not online","Ayumu.20080501_007","N",2008,"4/24/2000",8,"1","360","162",2.222222222,0.334798286,4.26666666666667,4.5333333334,4.64285714292857,3.27777777766667,3.9333333334,5,0.101772702882635,0.334574620746693,0.136269935537436,-0.817408991936266,-0.0983527266577919,0.959364556997588,"verus"
"19","Ayumu","Japan","Not online","Ayumu.20060611_ 019","N",2006,"4/24/2000",6,"1","237","153",1.549019608,0.237682052,4.26666666666667,4.5333333334,4.64285714292857,3.27777777766667,3.9333333334,5,0.101772702882635,0.334574620746693,0.136269935537436,-0.817408991936266,-0.0983527266577919,0.959364556997588,"verus"
"20","Bahn","Bastrop","","","",NA,"",NA,"1","","",1.666667,0.267942119,3.5375,4.15,4.36666666666667,3.75,3.5,3.7,-0.783442591939412,-0.139645555181302,-0.189063773658546,-0.192820386246032,-0.592833286554528,-0.329625912370327,"verus"
"21","Bashful","Bastrop","","","",NA,"",NA,"0","","",1.471426,0.243590427,4.4325,4.15333333333333,4.29,4.94,3.8,3.745,0.303095952790735,-0.135521901478297,-0.279371923946489,1.38114289972301,-0.250500591294071,-0.285007011507592,"troglodytes"
"22","Becca","Bastrop","","","",NA,"",NA,"0","","",1.499975,0.228272675,3.42875,4.83166666666667,4.58166666666667,4.46,3.97666666666667,4.715,-0.915466130195729,0.703641627083126,0.0641916912793812,0.74626695244138,-0.0489046707518,0.67677818486693,"troglodytes"
"23","Beta","Bastrop","","","",NA,"",NA,"0","","",NA,0.318373221,4.34125,5.07833333333333,3.47166666666667,4.65,4.17,4.8,0.192317581610148,1.00879200110546,-1.24331326723736,0.997572014907026,0.171709732860496,0.761058330940986,"troglodytes"
"24","Beta","Bastrop","","","",NA,"",NA,"0","","",1.567347,0.294118501,4.34125,5.07833333333333,3.47166666666667,4.65,4.17,4.8,0.192317581610148,1.00879200110546,-1.24331326723736,0.997572014907026,0.171709732860496,0.761058330940986,"troglodytes"
"25","Betty","Bastrop","","","",NA,"",NA,"0","","",1.406688,0.260287423,4.93375,4.375,3.61833333333333,4.665,3.93666666666667,4.23,0.911618238316976,0.138701069771505,-1.0705498492952,1.01741188825958,-0.0945490301198617,0.195885586679669,"troglodytes"
"26","Billy","Bastrop","","","",NA,"",NA,"1","","",1.415445,0.233822264,4.28625,4.91666666666667,3.59166666666667,4.45,3.90333333333333,4.425,0.125547056514999,0.808794796509743,-1.10196137983014,0.733040370206346,-0.132585996259911,0.389234157084856,"troglodytes"
"27","Black","Japan","Online images","Black.20030205","N",2003,"2/21/1971",32,"1","141","81",1.740740741,0.363275858,5.77777777766667,5.3000000001,5.85714285721429,5.55555555533333,2.9333333334,3.91666666675,1.93627601849324,1.28301497247898,1.5666164152533,2.19531251700784,-1.23946171085932,-0.114794167393047,"verus"
"28","Bo2","Bastrop","","","",NA,"",NA,"1","","",1.595331,0.194747179,4.93125,5.02666666666667,3.395,4.25,4.62666666666667,4.685,0.908583214449016,0.944875368708892,-1.3336214175253,0.468508725505667,0.692816168979193,0.64703225095844,"troglodytes"
"29","Bo2","Bastrop","","","",NA,"",NA,"1","","",NA,0.261228995,4.93125,5.02666666666667,3.395,4.25,4.62666666666667,4.685,0.908583214449016,0.944875368708892,-1.3336214175253,0.468508725505667,0.692816168979193,0.64703225095844,"troglodytes"
"30","Cheopi","Bastrop","","","",NA,"",NA,"0","","",NA,0.270549519,3.585,4.11166666666667,4.59166666666667,3.225,3.07333333333333,4.055,-0.725777138448147,-0.187067572765854,0.0759710152299822,-0.887215953585317,-1.07970645314718,0.0223676388801417,"verus"
"31","Cheopi","Bastrop","","","",NA,"",NA,"0","","",1.49868,0.252317268,3.585,4.11166666666667,4.59166666666667,3.225,3.07333333333333,4.055,-0.725777138448147,-0.187067572765854,0.0759710152299822,-0.887215953585317,-1.07970645314718,0.0223676388801417,"verus"
"32","Chester","Bastrop","","","",NA,"",NA,"1","","",1.390126,0.228584529,5.15625,5.36166666666667,3.45833333333333,4.665,4.44666666666667,4.875,1.18173536256553,1.35930256586085,-1.25901903250482,1.01741188825958,0.487416551822918,0.835423165712212,"unknown"
"33","Chiko","Japan","Online images","Chiko.20031029","N",2003,"6/26/1989",14,"0","223","116",1.922413793,0.354125501,3.31111111113333,4.7333333333,4.47619047621429,3.44444444466667,3.7999999998,5.00000000025,-1.05828086440004,0.581993842803257,-0.0600521303620101,-0.596965954244814,-0.250500591522292,0.959364557245471,"verus"
"34","Chloe","Japan","Online images","Chloe20050407","N",2005,"12/12/1980",25,"0","123","72",1.708333333,0.271461025,3.93333333333333,3.3666666667,5.35714285714286,3.22222222216667,4.8666666666,6.50000000025,-0.302897146178872,-1.10870417534613,0.9776502176391,-0.890890004279641,0.966682325111486,2.44666125266999,"verus"
"35","Cindy","Edinburgh","Edinburgh New","Cindy P1040453.tem","N",2009,"01/01/1964",45,"0","285","214",1.331775701,0.259302954,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"36","Cindy","Edinburgh","Edinburgh New","Cindy May 2011RT.tem","N",2011,"01/01/1964",47,"0","716","526",1.36121673,0.278544219,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"37","Cindy","Edinburgh","Edinburgh New","Cindy Sept2013JN.tem","N",2013,"01/01/1964",49,"0","395","243",1.625514403,0.328212285,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"38","Cindy","Edinburgh","Edinburgh New","Cindy May 2012RT.tem","N",2012,"01/01/1964",48,"0","666","450",1.48,0.215741637,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"39","Cindy","Edinburgh","Edinburgh New","Cindy Feb 2013RT.tem","N",2013,"01/01/1964",49,"0","622","404",1.53960396,0.290601465,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"40","Cindy","Edinburgh","Edinburgh New","Cindy P1120886.tem","N",2010,"01/01/1964",46,"0","504","317",1.589905363,0.285860008,3.48333333333333,3.45,6,5,3.95,6.0625,-0.849201442411907,-1.00561283281226,1.73489247160632,1.46050239313322,-0.0793342436638404,2.01286638292329,"troglodytes"
"41","Cleo","Japan","Not online","Cleo.20060611???? 084","N",2006,"6/19/2000",6,"0","190","108",1.759259259,0.310487615,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"42","Cleo","Japan","Not online","Cleo.20060611???? 072","N",2006,"6/19/2000",6,"0","444","298",1.489932886,0.268079531,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"43","Cleo","Japan","Not online","Cleo.20060611???? 024","N",2006,"6/19/2000",6,"0","210","137",1.532846715,0.206653403,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"44","Cleo","Japan","Not online","Cleo.20060611???? 063","N",2006,"6/19/2000",6,"0","471","266",1.770676692,0.33833557,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"45","Cleo","Japan","Not online","Cleo.20050414","N",2005,"6/19/2000",5,"0","185","104",1.778846154,0.306521204,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"46","Cleo","Japan","Not online","Cleo.20060611???? 036","N",2006,"6/19/2000",6,"0","245","145",1.689655172,0.207775261,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"47","Cleo","Japan","Online images","Cleo.20050409","N",2005,"6/19/2000",5,"0","78","34",2.294117647,0.386795142,4.02222222226667,4.4666666667,4.59523809528571,2.94444444433333,3.6666666668,4.50000000025,-0.194985186375181,0.252101546645366,0.0801779166970034,-1.2582950664374,-0.402648455702126,0.463598992103965,"verus"
"48","Cookie","Japan","Online images","Cookie.20121229","N",2012,"02/12/1991",21,"0","155","112",1.383928571,0.205765592,4.35555555553333,4.2000000002,4.66666666664286,3.77777777783333,4.0666666668,4,0.209684662605392,-0.0777907493888142,0.164315944831445,-0.156079879964123,0.0537951379784853,-0.0321665732854241,"verus"
"49","Cookie","Japan","Online images","Cookie.20111113","N",2011,"02/12/1991",20,"0","74","40",1.85,0.34299717,4.35555555553333,4.2000000002,4.66666666664286,3.77777777783333,4.0666666668,4,0.209684662605392,-0.0777907493888142,0.164315944831445,-0.156079879964123,0.0537951379784853,-0.0321665732854241,"verus"
"50","Cordova","Bastrop","","","",NA,"",NA,"1","","",1.761379,0.307289907,2.78,4.44833333333333,4.35833333333333,4.105,4.54,4.035,-1.70305482393169,0.229421451237605,-0.198879876950713,0.276723283097674,0.593920057015061,0.00253701627448191,"troglodytes"
"51","Daio","Japan","Online images","Daio.20011106","N",2001,"5/17/1986",15,"1","54","30",1.8,0.296296296,4.1555555556,3.5333333334,3.71428571435714,3.277777778,5.3333333334,3.33333333325,-0.0331172467505776,-0.902521490154669,-0.957524431304107,-0.817408991495379,1.49919985122435,-0.693187326890059,"verus"
"52","David","Edinburgh","Vanessa photos 27.11.13","David","N",2013,"02/03/1975",38,"1","649","335",1.937313433,0.351403134,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"53","David","Edinburgh","Vanessa photos 27.11.13","David","N",2013,"02/03/1975",38,"1","649","335",1.937313433,0.351403134,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"54","David","Edinburgh","Edinburgh New","David.tem","Y",2010,"02/03/1975",35,"1","164","107",1.53271028,0.238929836,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"55","David","Edinburgh","Edinburgh New","David.tem","Y",2010,"02/03/1975",35,"1","164","107",1.53271028,0.238929836,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"56","David","Edinburgh","Edinburgh New","David P1020273.tem","N",2012,"02/03/1975",37,"1","327","172",1.901162791,0.363913309,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"57","David","Edinburgh","Edinburgh New","David P1020273.tem","N",2012,"02/03/1975",37,"1","327","172",1.901162791,0.363913309,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"58","David","Edinburgh","Edinburgh New","Edinburgh - David 3.tem","Y",2010,"02/03/1975",35,"1","374","243",1.53909465,0.236236074,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"59","David","Edinburgh","Edinburgh New","Edinburgh - David 3.tem","Y",2010,"02/03/1975",35,"1","374","243",1.53909465,0.236236074,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"60","David","Edinburgh","Edinburgh New","David May2012RT.tem","N",2012,"02/03/1975",37,"1","919","568",1.617957746,0.246745708,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"61","David","Edinburgh","Edinburgh New","David May2012RT.tem","N",2012,"02/03/1975",37,"1","919","568",1.617957746,0.246745708,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"62","David","Edinburgh","Edinburgh New","David P1010077.tem","N",2008,"02/03/1975",33,"1","375","227",1.651982379,0.241791923,3.79166666666667,4.22222222222222,4.16666666666667,3.4,5.16666666666667,4,-0.474881832030013,-0.0502997249495366,-0.42465025267057,-0.655750764472222,1.30901502044802,-0.0321665732854236,"hybrid"
"63","David","Edinburgh","Edinburgh New","David P1010077.tem","N",2008,"02/03/1975",33,"1","375","227",1.651982379,0.241791923,4.26666666666667,4.275,5.35714285714286,4.625,3.4,3.875,0.101772702882635,0.014991458681369,0.9776502176391,0.964505559319441,-0.706944184974681,-0.1561079645708,"hybrid"
"64","Edith","Edinburgh","Edinburgh New","EdithApril2011.jpg","N",2011,"11/04/1996",15,"0","93","61",1.524590164,0.285080076,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"65","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.12.04.jpg","N",2013,"11/04/1996",17,"0","799","416",1.920673077,NA,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"66","Edith","Edinburgh","Edinburgh New","Holland - Edith 1.JPG","N",2010,"11/04/1996",14,"0","519","323",1.606811146,0.292913091,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"67","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.06.59.jpg","N",2013,"11/04/1996",17,"0","507","257",1.972762646,0.409320645,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"68","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.12.02-3.jpg","N",2013,"11/04/1996",17,"0","755","441",1.712018141,NA,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"69","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.12.02-1.jpg","N",2013,"11/04/1996",17,"0","765","432",1.770833333,0.369111461,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"70","Edith","Edinburgh","Edinburgh New","Holland - Paul (left) and Edith (right).JPG","N",2010,"11/04/1996",14,"0","273","163",1.674846626,0.27628484,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"71","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.12.02-2.jpg","N",2013,"11/04/1996",17,"0","763","440",1.734090909,0.343592135,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"72","Edith","Edinburgh","Vanessa photos 27.11.13 -Edith","2013-11-27 15.12.03.jpg","N",2013,"11/04/1996",17,"0","765","402",1.902985075,0.401076272,4.1,4.3,4.60714285714286,3.33333333333333,4.6,4.625,-0.100562221648119,0.0459188614539024,0.0942009213440073,-0.743927979372448,0.662386596067153,0.587540383141459,"hybrid"
"73","Ehsto","Bastrop","","","",NA,"",NA,"1","","",1.830986,0.317341022,4.6575,4.97166666666667,4.01666666666667,4.165,4.22666666666667,4.72,0.576248100907252,0.876835082609318,-0.601340111929589,0.356082776507878,0.236372575298582,0.681735840518345,"verus"
"74","Emma","Edinburgh","Edinburgh New","Emma.JPG","Y",2010,"15/08/1981",29,"0","152","123",1.235772358,0.175433382,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,1.47765018969176,0.509829903041913,1.37730585167736,1.73605618969642,-1.67688682154598,0.835423165712212,"ellioti"
"75","Emma","Edinburgh","Edinburgh New","Edinburgh - Emma 1.tem","Y",2008,"15/08/1981",27,"0","102","65",1.569230769,0.285254496,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,1.47765018969176,0.509829903041913,1.37730585167736,1.73605618969642,-1.67688682154598,0.835423165712212,"ellioti"
"76","Emma","Edinburgh","Edinburgh New","Emma P1010080.JPG","Y",2008,"15/08/1981",27,"0","330","222",1.486486486,0.282270368,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,1.47765018969176,0.509829903041913,1.37730585167736,1.73605618969642,-1.67688682154598,0.835423165712212,"ellioti"
"77","Emma","Edinburgh","Edinburgh New","Edinburgh - Emma 2.tem","Y",2010,"15/08/1981",29,"0","348","251",1.386454183,0.169330292,5.4,4.675,5.69642857142857,5.20833333333333,2.55,4.875,1.47765018969176,0.509829903041913,1.37730585167736,1.73605618969642,-1.67688682154598,0.835423165712212,"ellioti"
"78","Eva","Edinburgh","Edinburgh New","Holland - Eva 1.JPG","N",2010,"09/12/1980",30,"0","165","117",1.41025641,0.27677489,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,1.88232003875327,-0.0777907496362334,0.80937416120194,-0.303041904871316,-1.04927688023514,1.33118873085372,"hybrid"
"79","Eva","Edinburgh","Edinburgh New","Holland - Eva 2.JPG","N",2010,"09/12/1980",30,"0","198","130",1.523076923,0.20519109,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,1.88232003875327,-0.0777907496362334,0.80937416120194,-0.303041904871316,-1.04927688023514,1.33118873085372,"hybrid"
"80","Eva","Edinburgh","Roslyn photos","Eva 04.2012.JPG","N",2012,"09/12/1980",32,"0","544","353",1.541076487,0.015910835,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,1.88232003875327,-0.0777907496362334,0.80937416120194,-0.303041904871316,-1.04927688023514,1.33118873085372,"hybrid"
"81","Eva","Edinburgh","Edinburgh New","Evaapril2011.jpg","N",2011,"09/12/1980",31,"0","81","49",1.653061224,0.304448831,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,1.88232003875327,-0.0777907496362334,0.80937416120194,-0.303041904871316,-1.04927688023514,1.33118873085372,"hybrid"
"82","Eva","Edinburgh","Edinburgh New","Eva Sept2013JN.jpg","N",2013,"09/12/1980",33,"0","180","124",1.451612903,0.327402299,5.73333333333333,4.2,5.21428571428571,3.66666666666667,3.1,5.375,1.88232003875327,-0.0777907496362334,0.80937416120194,-0.303041904871316,-1.04927688023514,1.33118873085372,"hybrid"
"83","Gage","Bastrop","","","",NA,"",NA,"1","","",NA,0.243725646,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,0.422979395575206,1.91599581576646,-1.13337291036508,0.0320315117495452,0.388520439858786,1.38572294301928,"troglodytes"
"84","Gage","Bastrop","","","",NA,"",NA,"1","","",1.57551,0.243725646,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,0.422979395575206,1.91599581576646,-1.13337291036508,0.0320315117495452,0.388520439858786,1.38572294301928,"troglodytes"
"85","Gage","","","","",NA,"",NA,"1","","",NA,0.247762481,4.53125,5.81166666666667,3.565,3.92,4.36,5.43,0.422979395575206,1.91599581576646,-1.13337291036508,0.0320315117495452,0.388520439858786,1.38572294301928,"troglodytes"
"86","Gon","Japan","Online images","Gon.20070620","N",2007,"01/01/1966",41,"1","88","40",2.2,0.357073405,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,-0.00613925684012189,-1.39735993463892,0.136269935285021,-0.00911785527737488,-0.554796320338403,-1.43683567435443,"verus"
"87","Gon","Japan","Not online","Gon.19990812_17","N",1999,"01/01/1966",33,"1","436","259",1.683397683,0.265532613,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,-0.00613925684012189,-1.39735993463892,0.136269935285021,-0.00911785527737488,-0.554796320338403,-1.43683567435443,"verus"
"88","Gon","Japan","Not online","Gon.20080501","N",2008,"01/01/1966",42,"1","230","154",1.493506494,0.232402668,4.1777777778,3.1333333333,4.64285714271429,3.88888888883333,3.5333333334,2.5833333335,-0.00613925684012189,-1.39735993463892,0.136269935285021,-0.00911785527737488,-0.554796320338403,-1.43683567435443,"verus"
"89","Gremlin","Bastrop","","","",NA,"",NA,"1","","",NA,0.265788236,3.5675,4.545,4.85,4.75,3.63666666666667,4.045,-0.747022305523877,0.349007408624736,0.380270217287181,1.12983783725737,-0.43688172538032,0.0124523275773118,"troglodytes"
"90","Gremlin","Bastrop","","","",NA,"",NA,"1","","",1.297349,0.253226525,3.5675,4.545,4.85,4.75,3.63666666666667,4.045,-0.747022305523877,0.349007408624736,0.380270217287181,1.12983783725737,-0.43688172538032,0.0124523275773118,"troglodytes"
"91","Hannah","Bastrop","","","",NA,"",NA,"0","","",1.728084,0.30335874,3.9375,4.95,4.25,4.34,3.93333333333333,4.45,-0.297838773065603,0.850031333539788,-0.326489219748895,0.587547965620972,-0.0983527267338658,0.414022435341932,"troglodytes"
